state,raceyear,area,areanumber,redistricteddate,repvotes,repcandidate,repstatus,demvotes,demcandidate,demstatus,thirdparty,thirdvotes,thirdcandidate,thirdstatus,othervotes,pluralityvotes,pluralityparty,thirdvotestotalpercent,repvotesmajorpercent,demvotesmajorpercent,racenotes,rep_unopposed,dem_unopposed
Michigan,2000.0,District 5,5.0,1992-01-01,59274.0,"Actis, Ronald",Challenger,184048.0,"Barcia, James A.",Incumbent,,,,,4415.0,124774.0,D,0.0,24.36,75.64,,,
Michigan,2000.0,District 6,6.0,1992-01-01,159373.0,"Upton, Fred",Incumbent,68532.0,"Bupp, James",Challenger,,,,,6735.0,90841.0,R,0.0,69.93,30.07,,,
Michigan,2000.0,District 7,7.0,1992-01-01,147369.0,"Smith, Nick",Incumbent,86080.0,"Crittendon, Jennie",Challenger,,,,,7561.0,61289.0,R,0.0,63.13,36.87,,,
Michigan,2000.0,District 8,8.0,1992-01-01,145190.0,"Rogers, Mike",Challenger,145079.0,"Byrum, Dianne",Challenger,,,,,7340.0,111.0,R,0.0,50.02,49.98,,,
Michigan,2000.0,District 9,9.0,1992-01-01,92926.0,"Garrett, Grant",Challenger,158184.0,"Kildee, Dale E.",Incumbent,,,,,7818.0,65258.0,D,0.0,37.01,62.99,,,
Michigan,2000.0,District 10,10.0,1992-01-01,93713.0,"Turner, Tom",Challenger,181818.0,"Bonior, David E.",Incumbent,,,,,6738.0,88105.0,D,0.0,34.01,65.99,,,
Michigan,2000.0,District 11,11.0,1992-01-01,170790.0,"Knollenberg, Joe",Incumbent,124053.0,"Frumin, Matthew",Challenger,,,,,11459.0,46737.0,R,0.0,57.93,42.07,,,
Michigan,2000.0,District 12,12.0,1992-01-01,78795.0,"Baron, Bart",Challenger,157720.0,"Levin, Sander M.",Incumbent,,,,,8654.0,78925.0,D,0.0,33.32,66.68,,,
Michigan,2000.0,District 13,13.0,1992-01-01,79445.0,"Berry, Carl",Challenger,160084.0,"Rivers, Lynn",Incumbent,,,,,7992.0,80639.0,D,0.0,33.17,66.83,,,
Michigan,2000.0,District 14,14.0,1992-01-01,17582.0,"Ashe, William",Challenger,168982.0,"Conyers, John Jr.",Incumbent,,,,,3143.0,151400.0,D,0.0,9.42,90.58,,,
Michigan,2000.0,District 15,15.0,1992-01-01,14336.0,"Boyd-Fields, Chrysanthea",Challenger,140609.0,"Kilpatrick, Carolyn",Incumbent,,,,,3806.0,126273.0,D,0.0,9.25,90.75,,,
Michigan,2000.0,District 16,16.0,1992-01-01,62469.0,"Morse, William",Challenger,167142.0,"Dingell, John D. Jr.",Incumbent,,,,,5906.0,104673.0,D,0.0,27.21,72.79,,,
Michigan,1998.0,District 1,1.0,1992-01-01,87630.0,"McManus, Michelle",Challenger,130129.0,"Stupak, Bart",Incumbent,,,,,4037.0,42499.0,D,0.0,40.24,59.76,,,
Michigan,1998.0,District 2,2.0,1992-01-01,146854.0,"Hoekstra, Peter",Incumbent,63573.0,"Shrauger, Bob",Challenger,,,,,3195.0,83281.0,R,0.0,69.79,30.21,,,
Michigan,1998.0,District 3,3.0,1992-01-01,146364.0,"Ehlers, Vernon J.",Incumbent,49489.0,"Ferguson, John Jr.",Challenger,,,,,4398.0,96875.0,R,0.0,74.73,25.27,,,
Michigan,1998.0,District 4,4.0,1992-01-01,155343.0,"Camp, Dave",Incumbent,,,,,,,,14766.0,155343.0,R,0.0,100.0,0.0,,,
Michigan,1998.0,District 5,5.0,1992-01-01,51442.0,"Brewster, Donald",Challenger,135254.0,"Barcia, James A.",Incumbent,,,,,3275.0,83812.0,D,0.0,27.55,72.45,,,
Michigan,1998.0,District 6,6.0,1992-01-01,113292.0,"Upton, Fred",Incumbent,45358.0,"Annen, Clarence",Challenger,,,,,2977.0,67934.0,R,0.0,71.41,28.59,,,
Michigan,1998.0,District 7,7.0,1992-01-01,104656.0,"Smith, Nick",Incumbent,72998.0,"Berryman, Jim",Challenger,,,,,4473.0,31658.0,R,0.0,58.91,41.09,,,
Michigan,1998.0,District 8,8.0,1992-01-01,84254.0,"Munsell, Susan",Challenger,125169.0,"Stabenow, Debbie",Incumbent,,,,,8617.0,40915.0,D,0.0,40.23,59.77,,,
Michigan,1998.0,District 9,9.0,1992-01-01,79062.0,"McMmillin, Tom",Challenger,105457.0,"Kildee, Dale E.",Incumbent,,,,,4006.0,26395.0,D,0.0,42.85,57.15,,,
Michigan,1998.0,District 10,10.0,1992-01-01,94027.0,"Palmer, Brian",Challenger,108770.0,"Bonior, David E.",Incumbent,,,,,4727.0,14743.0,D,0.0,46.37,53.63,,,
Michigan,1998.0,District 11,11.0,1992-01-01,144264.0,"Knollenberg, Joe",Incumbent,76107.0,"Reeds, Travis",Challenger,,,,,5433.0,68157.0,R,0.0,65.46,34.54,,,
Michigan,1998.0,District 12,12.0,1992-01-01,79619.0,"Touma, Leslie",Challenger,105824.0,"Levin, Sander M.",Incumbent,,,,,3985.0,26205.0,D,0.0,42.93,57.07,,,
Michigan,1998.0,District 13,13.0,1992-01-01,68328.0,"Hickey, Tom",Challenger,99935.0,"Rivers, Lynn",Incumbent,,,,,3624.0,31607.0,D,0.0,40.61,59.39,,,
Michigan,1998.0,District 14,14.0,1992-01-01,16140.0,"Collins, Vendella",Challenger,126321.0,"Conyers, John Jr.",Incumbent,,,,,2844.0,110181.0,D,0.0,11.33,88.67,,,
Michigan,1998.0,District 15,15.0,1992-01-01,12887.0,"Boyd-Fields, Chrysanthea",Challenger,108582.0,"Kilpatrick, Carolyn",Incumbent,,,,,3391.0,95695.0,D,0.0,10.61,89.39,,,
Michigan,1998.0,District 16,16.0,1992-01-01,54121.0,"Morse, William",Challenger,116145.0,"Dingell, John D. Jr.",Incumbent,,,,,4091.0,62024.0,D,0.0,31.79,68.21,,,
Michigan,1996.0,District 1,1.0,1992-01-01,69957.0,"Carr, M. Robert",Challenger,181486.0,"Stupak, Bart",Incumbent,,,,,5348.0,111529.0,D,0.0,27.82,72.18,,,
Michigan,1996.0,District 2,2.0,1992-01-01,165608.0,"Hoekstra, Peter",Incumbent,83603.0,"Kruszynski, Dan",Challenger,,,,,4488.0,82005.0,R,0.0,66.45,33.55,,,
Michigan,1996.0,District 3,3.0,1992-01-01,169466.0,"Ehlers, Vernon J.",Incumbent,72791.0,"Flory, Betsy J.",Challenger,,,,,4786.0,96675.0,R,0.0,69.95,30.05,,,
Michigan,1996.0,District 4,4.0,1992-01-01,159561.0,"Camp, Dave",Incumbent,79691.0,"Donaldson, Lisa",Challenger,,,,,4393.0,79870.0,R,0.0,66.69,33.31,,,
Michigan,1996.0,District 5,5.0,1992-01-01,65542.0,"Sims, Lawrence",Challenger,162675.0,"Barcia, James A.",Incumbent,,,,,4234.0,97133.0,D,0.0,28.72,71.28,,,
Michigan,1996.0,District 6,6.0,1992-01-01,146170.0,"Upton, Fred",Incumbent,66243.0,"Annen, Clarence",Challenger,,,,,3421.0,79927.0,R,0.0,68.81,31.19,,,
Michigan,1996.0,District 7,7.0,1992-01-01,120227.0,"Smith, Nick",Incumbent,93725.0,"Tunnicliff, Kim",Challenger,,,,,4592.0,26502.0,R,0.0,56.19,43.81,,,
Michigan,1996.0,District 8,8.0,1992-01-01,115836.0,"Chrysler, Dick",Incumbent,141086.0,"Stabenow, Debbie",Challenger,,,,,5499.0,25250.0,D,0.0,45.09,54.91,,,
Michigan,1996.0,District 9,9.0,1992-01-01,89733.0,"Nowak, Patrick",Challenger,136856.0,"Kildee, Dale E.",Incumbent,,,,,4611.0,47123.0,D,0.0,39.6,60.4,,,
Michigan,1996.0,District 10,10.0,1992-01-01,106444.0,"Heintz, Susy",Challenger,132829.0,"Bonior, David E.",Incumbent,,,,,5008.0,26385.0,D,0.0,44.49,55.51,,,
Michigan,1996.0,District 11,11.0,1992-01-01,169165.0,"Knollenberg, Joe",Incumbent,99303.0,"Frumin, Morris",Challenger,,,,,8150.0,69862.0,R,0.0,63.01,36.99,,,
Michigan,1996.0,District 12,12.0,1992-01-01,94235.0,"Pappageorge, John",Challenger,133436.0,"Levin, Sander M.",Incumbent,,,,,4804.0,39201.0,D,0.0,41.39,58.61,,,
Michigan,1996.0,District 13,13.0,1992-01-01,89907.0,"Fitzsimmons, Joe",Challenger,123133.0,"Rivers, Lynn",Incumbent,,,,,4618.0,33226.0,D,0.0,42.2,57.8,,,
Michigan,1996.0,District 14,14.0,1992-01-01,22152.0,"Ashe, William",Challenger,157722.0,"Conyers, John Jr.",Incumbent,,,,,3821.0,135570.0,D,0.0,12.32,87.68,,,
Michigan,1996.0,District 15,15.0,1992-01-01,16009.0,"Hume, Stephen",Challenger,143683.0,"Kilpatrick, Carolyn",Challenger,,,,,2908.0,127674.0,D,0.0,10.02,89.98,,,
Michigan,1996.0,District 16,16.0,1992-01-01,78723.0,"Desana, James",Challenger,136854.0,"Dingell, John D. Jr.",Incumbent,,,,,5035.0,58131.0,D,0.0,36.52,63.48,,,
Michigan,1994.0,District 1,1.0,1992-01-01,89660.0,"Ziegler, Gil",Challenger,121433.0,"Stupak, Bart",Incumbent,,,,,2399.0,31773.0,D,0.0,42.47,57.53,,,
Michigan,1994.0,District 2,2.0,1992-01-01,146164.0,"Hoekstra, Peter",Incumbent,46097.0,"Hoover, Marcus P.",Challenger,,,,,1892.0,100067.0,R,0.0,76.02,23.98,,,
Michigan,1994.0,District 3,3.0,1992-01-01,136711.0,"Ehlers, Vernon J.",Challenger,43580.0,"Flory, Betsy J.",Challenger,,,,,4775.0,93131.0,R,0.0,75.83,24.17,,,
Michigan,1994.0,District 4,4.0,1992-01-01,145176.0,"Camp, Dave",Incumbent,50544.0,"Frasier, Damion",Challenger,,,,,2797.0,94632.0,R,0.0,74.18,25.82,,,
Michigan,1994.0,District 5,5.0,1992-01-01,61342.0,"Anderson, William T.",Challenger,126456.0,"Barcia, James A.",Incumbent,,,,,5345.0,65114.0,D,0.0,32.66,67.34,,,
Michigan,1994.0,District 6,6.0,1992-01-01,121923.0,"Upton, Fred",Incumbent,42348.0,"Taylor, David",Challenger,,,,,1667.0,79575.0,R,0.0,74.22,25.78,,,
Michigan,1994.0,District 7,7.0,1992-01-01,115621.0,"Smith, Nick",Incumbent,57326.0,"McCaughtry, Kim",Challenger,,,,,4534.0,58295.0,R,0.0,66.85,33.15,,,
Michigan,1994.0,District 8,8.0,1992-01-01,109663.0,"Chrysler, Dick",Challenger,95383.0,"Mitchell, Bob",Challenger,,,,,7424.0,14280.0,R,0.0,53.48,46.52,,,
Michigan,1994.0,District 9,9.0,1992-01-01,89148.0,"O'Neill, Megan",Challenger,97096.0,"Kildee, Dale E.",Incumbent,,,,,3240.0,7948.0,D,0.0,47.87,52.13,,,
Michigan,1994.0,District 10,10.0,1992-01-01,73862.0,"Lobsinger, Donald J.",Challenger,121876.0,"Bonior, David E.",Incumbent,,,,,,48014.0,D,0.0,37.74,62.26,,,
Michigan,1994.0,District 11,11.0,1992-01-01,154696.0,"Knollenberg, Joe",Incumbent,69168.0,"Breshgold, Mike",Challenger,,,,,2928.0,85528.0,R,0.0,69.1,30.9,,,
Michigan,1994.0,District 12,12.0,1992-01-01,92762.0,"Pappageorge, John",Challenger,103508.0,"Levin, Sander M.",Incumbent,,,,,2726.0,10746.0,D,0.0,47.26,52.74,,,
Michigan,1994.0,District 13,13.0,1992-01-01,77908.0,"Schall, John A.",Challenger,89573.0,"Rivers, Lynn",Challenger,,,,,5180.0,11665.0,D,0.0,46.52,53.48,,,
Michigan,1994.0,District 14,14.0,1992-01-01,26215.0,"Fournier, Richard C.",Challenger,128463.0,"Conyers, John Jr.",Incumbent,,,,,2953.0,102248.0,D,0.0,16.95,83.05,,,
Michigan,1994.0,District 15,15.0,1992-01-01,20074.0,"Savage, John",Challenger,119442.0,"Collins, Barbara-Rose",Incumbent,,,,,2489.0,99368.0,D,0.0,14.39,85.61,,,
Michigan,1994.0,District 16,16.0,1992-01-01,71159.0,"Larkin, Ken",Challenger,105849.0,"Dingell, John D. Jr.",Incumbent,,,,,1968.0,34690.0,D,0.0,40.2,59.8,,,
Michigan,1992.0,District 1,1.0,1992-01-01,117056.0,"Ruppe, Philip E.",Challenger,144857.0,"Stupak, Bart",Challenger,,,,,6706.0,27801.0,D,0.0,44.69,55.31,,,
Michigan,1992.0,District 2,2.0,1992-01-01,155577.0,"Hoekstra, Peter",Challenger,86265.0,"Miltner, John H.",Challenger,,,,,4919.0,69312.0,R,0.0,64.33,35.67,,,
Michigan,1992.0,District 3,3.0,1992-01-01,162451.0,"Henry, Paul",Incumbent,95927.0,"Kooistra, Carol S.",Challenger,,,,,6570.0,66524.0,R,0.0,62.87,37.13,,,
Michigan,1992.0,District 4,4.0,1992-01-01,157337.0,"Camp, Dave",Incumbent,87573.0,"Donaldson, Lisa",Challenger,,,,,6629.0,69764.0,R,0.0,64.24,35.76,,,
Michigan,1992.0,District 5,5.0,1992-01-01,93098.0,"Muxlow, Keith",Challenger,147618.0,"Barcia, James A.",Challenger,,,,,4276.0,54520.0,D,0.0,38.68,61.32,,,
Michigan,1992.0,District 6,6.0,1992-01-01,144083.0,"Upton, Fred",Challenger,89020.0,"Davis, Andy",Challenger,,,,,9.0,55063.0,R,0.0,61.81,38.19,,,
Michigan,1992.0,District 7,7.0,1992-01-01,133972.0,"Smith, Nick",Challenger,,,,,,,,18896.0,133972.0,R,0.0,100.0,0.0,,,
Michigan,1992.0,District 8,8.0,1992-01-01,131906.0,"Chrysler, Dick",Challenger,135517.0,"Carr, M. Robert",Incumbent,,,,,17284.0,3611.0,D,0.0,49.32,50.68,,,
Michigan,1992.0,District 9,9.0,1992-01-01,111798.0,"O'Neill, Megan",Challenger,133956.0,"Kildee, Dale E.",Incumbent,,,,,3776.0,22158.0,D,0.0,45.49,54.51,,,
Michigan,1992.0,District 10,10.0,1992-01-01,114918.0,"Carl, Douglas",Challenger,138193.0,"Bonior, David E.",Incumbent,,,,,7102.0,23275.0,D,0.0,45.4,54.6,,,
Michigan,1992.0,District 11,11.0,1992-01-01,168940.0,"Knollenberg, Joe",Challenger,117725.0,"Briggs, Walter",Challenger,,,,,6433.0,51215.0,R,0.0,58.93,41.07,,,
Michigan,1992.0,District 12,12.0,1992-01-01,119357.0,"Pappageorge, John",Challenger,137514.0,"Levin, Sander M.",Incumbent,,,,,4478.0,18157.0,D,0.0,46.47,53.53,,,
Michigan,1992.0,District 13,13.0,1992-01-01,105169.0,"Geake, R. Robert",Challenger,127642.0,"Ford, William D.",Incumbent,,,,,13077.0,22473.0,D,0.0,45.17,54.83,,,
Michigan,1992.0,District 14,14.0,1992-01-01,32036.0,"Gordon, John W.",Challenger,165496.0,"Conyers, John Jr.",Challenger,,,,,3347.0,133460.0,D,0.0,16.22,83.78,,,
Michigan,1992.0,District 15,15.0,1992-01-01,31849.0,"Vincent, Charles C.",Challenger,148908.0,"Collins, Barbara-Rose",Incumbent,,,,,4207.0,117059.0,D,0.0,17.62,82.38,,,
Michigan,1992.0,District 16,16.0,1992-01-01,75694.0,"Beaumont, Frank",Challenger,156964.0,"Dingell, John D. Jr.",Incumbent,,,,,8278.0,81270.0,D,0.0,32.53,67.47,,,
Michigan,1990.0,District 1,1.0,1982-01-01,7298.0,"Shoulders, Ray",Challenger,76556.0,"Conyers, John Jr.",Incumbent,,,,,1902.0,69258.0,D,0.0,8.7,91.3,,,
Michigan,1990.0,District 2,2.0,1982-01-01,95962.0,"Pursell, Carl D.",Challenger,49678.0,"White, Elmer",Challenger,,,,,4126.0,46284.0,R,0.0,65.89,34.11,,,
Michigan,1990.0,District 3,3.0,1982-01-01,60007.0,"Haskins, Brad",Challenger,82376.0,"Wolpe, Howard",Incumbent,,,,,7.0,22369.0,D,0.0,42.14,57.86,,,
Michigan,1990.0,District 4,4.0,1982-01-01,75850.0,"Upton, Fred",Incumbent,55449.0,"McFarland, Joanne",Challenger,,,,,3.0,20401.0,R,0.0,57.77,42.23,,,
Michigan,1990.0,District 5,5.0,1982-01-01,126308.0,"Henry, Paul",Incumbent,41170.0,"Trzybinski, Thomas",Challenger,,,,,20.0,85138.0,R,0.0,75.42,24.58,,,
Michigan,1990.0,District 6,6.0,1982-01-01,,,,97547.0,"Carr, M. Robert",Incumbent,,,,,244.0,97547.0,D,0.0,0.0,100.0,,,
Michigan,1990.0,District 7,7.0,1982-01-01,41759.0,"Morrill, David",Challenger,90307.0,"Kildee, Dale E.",Incumbent,,,,,2.0,48548.0,D,0.0,31.62,68.38,,,
Michigan,1990.0,District 8,8.0,1982-01-01,45259.0,"White, James",Challenger,98903.0,"Traxler, J. Robert",Incumbent,,,,,3.0,53644.0,D,0.0,31.39,68.61,,,
Michigan,1990.0,District 9,9.0,1982-01-01,89078.0,"Vander Jagt, Guy",Incumbent,73604.0,"Greene, Geraldine",Challenger,,,,,12.0,15474.0,R,0.0,54.76,45.24,,,
Michigan,1990.0,District 10,10.0,1982-01-01,99952.0,"Camp, Dave",Challenger,50923.0,"Dennison, Joan",Challenger,,,,,2841.0,49029.0,R,0.0,66.25,33.75,,,
Michigan,1990.0,District 11,11.0,1982-01-01,94555.0,"Davis, Robert W.",Incumbent,59759.0,"Gould, Marcia",Challenger,,,,,2.0,34796.0,R,0.0,61.27,38.73,,,
Michigan,1990.0,District 12,12.0,1982-01-01,51119.0,"Dingeman, Jim",Challenger,98232.0,"Bonior, David E.",Incumbent,,,,,2474.0,47113.0,D,0.0,34.23,65.77,,,
Michigan,1990.0,District 13,13.0,1982-01-01,11203.0,"Edwards, Carl",Challenger,54345.0,"Collins, Barbara-Rose",Challenger,,,,,2276.0,43142.0,D,0.0,17.09,82.91,,,
Michigan,1990.0,District 14,14.0,1982-01-01,40499.0,"McNealy, Kenneth",Challenger,78506.0,"Hertel, Dennis M.",Incumbent,,,,,4416.0,38007.0,D,0.0,34.03,65.97,,,
Michigan,1990.0,District 15,15.0,1982-01-01,41092.0,"Adkins, Burl C.",Challenger,68742.0,"Ford, William D.",Incumbent,,,,,2501.0,27650.0,D,0.0,37.41,62.59,,,
Michigan,1990.0,District 16,16.0,1982-01-01,42629.0,"Beaumont, Frank",Challenger,88962.0,"Dingell, John D. Jr.",Incumbent,,,,,2023.0,46333.0,D,0.0,32.4,67.6,,,
Michigan,1990.0,District 17,17.0,1982-01-01,40100.0,"Lankford, Blaine",Challenger,92205.0,"Levin, Sander M.",Incumbent,,,,,9.0,52105.0,D,0.0,30.31,69.69,,,
Michigan,1990.0,District 18,18.0,1982-01-01,126629.0,"Broomfield, William S.",Incumbent,64185.0,"Briggs, Walter",Challenger,,,,,20.0,62444.0,R,0.0,66.36,33.64,,,
Michigan,1988.0,District 1,1.0,1982-01-01,10979.0,"Ashe, Bill",Challenger,127800.0,"Conyers, John Jr.",Incumbent,,,,,1359.0,116821.0,D,0.0,7.91,92.09,,,
Michigan,1988.0,District 2,2.0,1982-01-01,120070.0,"Pursell, Carl D.",Incumbent,98290.0,"Pollack, Lana",Challenger,,,,,1332.0,21780.0,R,0.0,54.99,45.01,,,
Michigan,1988.0,District 3,3.0,1982-01-01,83769.0,"Allgaier, Cal",Challenger,112605.0,"Wolpe, Howard",Incumbent,,,,,1.0,28836.0,D,0.0,42.66,57.34,,,
Michigan,1988.0,District 4,4.0,1982-01-01,132270.0,"Upton, Fred",Incumbent,54428.0,"Rivers, Norman",Challenger,,,,,5.0,77842.0,R,0.0,70.85,29.15,,,
Michigan,1988.0,District 5,5.0,1982-01-01,166569.0,"Henry, Paul",Incumbent,62868.0,"Catchick, James Mathew",Challenger,,,,,3.0,103701.0,R,0.0,72.6,27.4,,,
Michigan,1988.0,District 6,6.0,1982-01-01,81079.0,"Schultz, Scott",Challenger,120581.0,"Carr, M. Robert",Incumbent,,,,,2965.0,39502.0,D,0.0,40.21,59.79,,,
Michigan,1988.0,District 7,7.0,1982-01-01,47071.0,"Coad, Jeff",Challenger,150832.0,"Kildee, Dale E.",Incumbent,,,,,1177.0,103761.0,D,0.0,23.78,76.22,,,
Michigan,1988.0,District 8,8.0,1982-01-01,54195.0,"Buhl, Lloyd F.",Challenger,139904.0,"Traxler, J. Robert",Incumbent,,,,,5.0,85709.0,D,0.0,27.92,72.08,,,
Michigan,1988.0,District 9,9.0,1982-01-01,149748.0,"Vander Jagt, Guy",Incumbent,64843.0,"Gawron, David",Challenger,,,,,3.0,84905.0,R,0.0,69.78,30.22,,,
Michigan,1988.0,District 10,10.0,1982-01-01,152646.0,"Schuette, Bill",Incumbent,55398.0,"Forbes, Mathias",Challenger,,,,,1819.0,97248.0,R,0.0,73.37,26.63,,,
Michigan,1988.0,District 11,11.0,1982-01-01,129085.0,"Davis, Robert W.",Incumbent,86526.0,"Irwin, Mitch",Challenger,,,,,806.0,42559.0,R,0.0,59.87,40.13,,,
Michigan,1988.0,District 12,12.0,1982-01-01,91780.0,"Carl, Douglas",Challenger,108158.0,"Bonior, David E.",Incumbent,,,,,1860.0,16378.0,D,0.0,45.9,54.1,,,
Michigan,1988.0,District 13,13.0,1982-01-01,13196.0,"Savage, John",Challenger,99751.0,"Crockett, George W.",Incumbent,,,,,1753.0,86555.0,D,0.0,11.68,88.32,,,
Michigan,1988.0,District 14,14.0,1982-01-01,64750.0,"McNealy, Kenneth",Challenger,111612.0,"Hertel, Dennis M.",Incumbent,,,,,2048.0,46862.0,D,0.0,36.71,63.29,,,
Michigan,1988.0,District 15,15.0,1982-01-01,56963.0,"Adkins, Burl C.",Challenger,104596.0,"Ford, William D.",Incumbent,,,,,2283.0,47633.0,D,0.0,35.26,64.74,,,
Michigan,1988.0,District 16,16.0,1982-01-01,,,,132775.0,"Dingell, John D. Jr.",Incumbent,,,,,3582.0,132775.0,D,0.0,0.0,100.0,,,
Michigan,1988.0,District 17,17.0,1982-01-01,55197.0,"Flessland, Dennis",Challenger,135493.0,"Levin, Sander M.",Incumbent,,,,,2337.0,80296.0,D,0.0,28.95,71.05,,,
Michigan,1988.0,District 18,18.0,1982-01-01,195579.0,"Broomfield, William S.",Incumbent,57643.0,"Kohut, Gary",Challenger,,,,,4006.0,137936.0,R,0.0,77.24,22.76,,,
Michigan,1986.0,District 1,1.0,1982-01-01,10407.0,"Ashe, Bill",Challenger,94307.0,"Conyers, John Jr.",Incumbent,,,,,1070.0,83900.0,D,0.0,9.94,90.06,,,
Michigan,1986.0,District 2,2.0,1982-01-01,79567.0,"Pursell, Carl D.",Incumbent,55204.0,"Baker, Dean",Challenger,,,,,7.0,24363.0,R,0.0,59.04,40.96,,,
Michigan,1986.0,District 3,3.0,1982-01-01,51678.0,"McGregor, Jackie",Challenger,78720.0,"Wolpe, Howard",Incumbent,,,,,2.0,27042.0,D,0.0,39.63,60.37,,,
Michigan,1986.0,District 4,4.0,1982-01-01,70331.0,"Upton, Fred",Challenger,41624.0,"Roche, Daniel",Challenger,,,,,1678.0,28707.0,R,0.0,62.82,37.18,,,
Michigan,1986.0,District 5,5.0,1982-01-01,100577.0,"Henry, Paul",Incumbent,40608.0,"Decker, Teresa",Challenger,,,,,1.0,59969.0,R,0.0,71.24,28.76,,,
Michigan,1986.0,District 6,6.0,1982-01-01,57283.0,"Dunn, Jim",Challenger,74927.0,"Carr, M. Robert",Incumbent,,,,,7.0,17644.0,D,0.0,43.33,56.67,,,
Michigan,1986.0,District 7,7.0,1982-01-01,24848.0,"Callihan, Trudie",Challenger,101225.0,"Kildee, Dale E.",Incumbent,,,,,1099.0,76377.0,D,0.0,19.71,80.29,,,
Michigan,1986.0,District 8,8.0,1982-01-01,36695.0,"Levi, John",Challenger,97406.0,"Traxler, J. Robert",Incumbent,,,,,,60711.0,D,0.0,27.36,72.64,,,
Michigan,1986.0,District 9,9.0,1982-01-01,89991.0,"Vander Jagt, Guy",Incumbent,49702.0,"Anderson, Richard",Challenger,,,,,,40289.0,R,0.0,64.42,35.58,,,
Michigan,1986.0,District 10,10.0,1982-01-01,78475.0,"Schuette, Bill",Incumbent,74941.0,"Albosta, Donald J.",Challenger,,,,,8.0,3534.0,R,0.0,51.15,48.85,,,
Michigan,1986.0,District 11,11.0,1982-01-01,91575.0,"Davis, Robert W.",Incumbent,53180.0,"Anderson, Robert",Challenger,,,,,649.0,38395.0,R,0.0,63.26,36.74,,,
Michigan,1986.0,District 12,12.0,1982-01-01,44442.0,"Miller, Candice S.",Challenger,87643.0,"Bonior, David E.",Incumbent,,,,,4.0,43201.0,D,0.0,33.65,66.35,,,
Michigan,1986.0,District 13,13.0,1982-01-01,12395.0,"Griffin, Mary",Challenger,76435.0,"Crockett, George W.",Incumbent,,,,,916.0,64040.0,D,0.0,13.95,86.05,,,
Michigan,1986.0,District 14,14.0,1982-01-01,33831.0,"Grot, Stanley",Challenger,92328.0,"Hertel, Dennis M.",Incumbent,,,,,508.0,58497.0,D,0.0,26.82,73.18,,,
Michigan,1986.0,District 15,15.0,1982-01-01,25078.0,"Kassel, Glen",Challenger,77950.0,"Ford, William D.",Incumbent,,,,,584.0,52872.0,D,0.0,24.34,75.66,,,
Michigan,1986.0,District 16,16.0,1982-01-01,28971.0,"Grzywacki, Frank",Challenger,101659.0,"Dingell, John D. Jr.",Incumbent,,,,,6.0,72688.0,D,0.0,22.18,77.82,,,
Michigan,1986.0,District 17,17.0,1982-01-01,30879.0,"Williams, Calvin",Challenger,105031.0,"Levin, Sander M.",Incumbent,,,,,1480.0,74152.0,D,0.0,22.72,77.28,,,
Michigan,1986.0,District 18,18.0,1982-01-01,110099.0,"Broomfield, William S.",Incumbent,39144.0,"Kohut, Gary",Challenger,,,,,1.0,70955.0,R,0.0,73.77,26.23,,,
Michigan,1984.0,District 1,1.0,1982-01-01,17393.0,"Mack, Edward",Challenger,152432.0,"Conyers, John Jr.",Incumbent,,,,,685.0,135039.0,D,0.0,10.24,89.76,,,
Michigan,1984.0,District 2,2.0,1982-01-01,140688.0,"Pursell, Carl D.",Incumbent,62374.0,"McCauley, Mike",Challenger,,,,,2070.0,78314.0,R,0.0,69.28,30.72,,,
Michigan,1984.0,District 3,3.0,1982-01-01,94714.0,"McGregor, Jackie",Challenger,106505.0,"Wolpe, Howard",Incumbent,,,,,5.0,11791.0,D,0.0,47.07,52.93,,,
Michigan,1984.0,District 4,4.0,1982-01-01,127907.0,"Siljander, Mark D.",Incumbent,63159.0,"Rodebaugh, Charles",Challenger,,,,,21.0,64748.0,R,0.0,66.94,33.06,,,
Michigan,1984.0,District 5,5.0,1982-01-01,140131.0,"Henry, Paul",Challenger,85232.0,"McInerney, Gary",Challenger,,,,,1315.0,54899.0,R,0.0,62.18,37.82,,,
Michigan,1984.0,District 6,6.0,1982-01-01,95113.0,"Ritter, Tom",Challenger,106705.0,"Carr, M. Robert",Incumbent,,,,,1712.0,11592.0,D,0.0,47.13,52.87,,,
Michigan,1984.0,District 7,7.0,1982-01-01,,,,145070.0,"Kildee, Dale E.",Incumbent,,,,,10678.0,145070.0,D,0.0,0.0,100.0,,,
Michigan,1984.0,District 8,8.0,1982-01-01,69683.0,"Heussner, John",Challenger,126161.0,"Traxler, J. Robert",Incumbent,,,,,1.0,56478.0,D,0.0,35.58,64.42,,,
Michigan,1984.0,District 9,9.0,1982-01-01,150885.0,"Vander Jagt, Guy",Incumbent,61233.0,"Senger, John",Challenger,,,,,687.0,89652.0,R,0.0,71.13,28.87,,,
Michigan,1984.0,District 10,10.0,1982-01-01,104950.0,"Schuette, Bill",Challenger,103636.0,"Albosta, Donald J.",Incumbent,,,,,1059.0,1314.0,R,0.0,50.31,49.69,,,
Michigan,1984.0,District 11,11.0,1982-01-01,126992.0,"Davis, Robert W.",Incumbent,89640.0,"Stewart, Tom",Challenger,,,,,2.0,37352.0,R,0.0,58.62,41.38,,,
