,Cand_Name,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Year,percent_bachelor_or_above
7402,"HAYS, ELAINE",TX,13.0,REP,2014,19.7
7403,"THORNBERRY, MAC",TX,13.0,REP,2014,19.7
7404,"DAY, TIMOTHY TERREL",TX,14.0,DEM,2014,22.1
7405,"WIEDER, JOHN",TX,14.0,LIB,2014,22.1
7406,"WILLIS, FRANK 'BUCK' BUCHANAN JR",TX,14.0,DEM,2014,22.1
7407,"PANJHAZARI, GAGAN",TX,14.0,DEM,2014,22.1
7408,"WEBER, RANDY",TX,14.0,REP,2014,22.1
7409,"BROWN, DONALD GLENN JR",TX,14.0,DEM,2014,22.1
7410,"PARTAIN, JOHNNY RAY",TX,15.0,LIB,2014,18.3
7411,"ALEXANDER, LEWIS",TX,15.0,LIB,2014,18.3
7412,"LEONE, ROSS LYNN",TX,15.0,LIB,2014,18.3
7413,"CARLILE, DOUGLAS A",TX,15.0,REP,2014,18.3
7414,"ZAMORA, EDDIE",TX,15.0,REP,2014,18.3
7415,"HINOJOSA, RUBEN E.",TX,15.0,DEM,2014,18.3
7416,"PEREZ, JAIME O.",TX,16.0,LIB,2014,22.6
7417,"ROEN, COREY DEAN",TX,16.0,REP,2014,22.6
7418,"O'ROURKE, ROBERT (BETO)",TX,16.0,DEM,2014,22.6
7419,"OLIVER, BILL",TX,17.0,LIB,2014,28.5
7420,"HAMILTON, SHAWN MICHAEL",TX,17.0,LIB,2014,28.5
7421,"HAYNES, NICHOLAS OWEN",TX,17.0,DEM,2014,28.5
7422,"FLORES, BILL",TX,17.0,REP,2014,28.5
7423,"DUHON, MAURICE ",TX,18.0,IND,2014,19.9
7424,"ALESSI, REMINGTON",TX,18.0,GRE,2014,19.9
7425,"WHELAN, JENNIFER",TX,18.0,LIB,2014,19.9
7426,"DUNCAN, VINCE",TX,18.0,IND,2014,19.9
7427,"LEE, SHEILA JACKSON",TX,18.0,DEM,2014,19.9
7428,"SEIBERT, SEAN",TX,18.0,REP,2014,19.9
7429,"PETERSON, RICHARD",TX,19.0,LIB,2014,21.4
7430,"LAWSON, MARK",TX,19.0,GRE,2014,21.4
7431,"VANCE, DONALD L",TX,19.0,OTH,2014,21.4
7432,"WINN, CHRISTOPHER DUDLEY",TX,19.0,REP,2014,21.4
7433,"MARCHBANKS, JAMES NEAL",TX,19.0,DEM,2014,21.4
7434,"NEUGEBAUER, RANDY HONORABLE",TX,19.0,REP,2014,21.4
7435,"MAY, DONALD ROBERT LEE",TX,19.0,REP,2014,21.4
7436,"BLUNT, JEFFREY C.",TX,20.0,LIB,2014,23.2
7437,"IDROGO, MICHAEL",TX,20.0,LIB,2014,23.2
7438,"CASTRO, JOAQUIN MR.",TX,20.0,DEM,2014,23.2
7439,"DIAZ, ANTONIO",TX,21.0,GRE,2014,44.4
7440,"CUNNINGHAM, DAVID",TX,21.0,LIB,2014,44.4
7441,"LOEWE, MARK",TX,21.0,LIB,2014,44.4
7442,"SHIELDS, RYAN",TX,21.0,LIB,2014,44.4
7443,"MCCALL, BRIAN MATTHEW",TX,21.0,REP,2014,44.4
7444,"TOTTENHAM, PHILIP KUPER",TX,21.0,IND,2014,44.4
7445,"SMITH, LAMAR",TX,21.0,REP,2014,44.4
7446,"SMITH, MICHAEL JOHNSTON",TX,21.0,REP,2014,44.4
7447,"BRISCOE, FRANK",TX,22.0,DEM,2014,41.9
7448,"LAPHAM, ROB",TX,22.0,LIB,2014,41.9
7449,"GIBSON, MARK",TX,22.0,DEM,2014,41.9
7450,"OLSON, PETER G.",TX,22.0,REP,2014,41.9
7451,"CORVALAN, RUBEN",TX,23.0,LIB,2014,20.8
7452,"LOWRY, ROBERT CHARLES",TX,23.0,REP,2014,20.8
7453,"GALLEGO, PETE",TX,23.0,DEM,2014,20.8
7454,"HURD, WILLIAM",TX,23.0,REP,2014,20.8
7455,"CANSECO, FRANCISCO 'QUICO'",TX,23.0,REP,2014,20.8
7456,"KOLLS, MIKE",TX,24.0,LIB,2014,42.9
7457,"BURNHAM, DENNIS",TX,24.0,DEM,2014,42.9
7458,"MARCHANT, KENNY E MR.",TX,24.0,REP,2014,42.9
7459,"MCGEHEARTY, PATRICK  FABIAN",TX,24.0,DEM,2014,42.9
7460,"GOURD, STUART NELSON",TX,25.0,DEM,2014,34.8
7461,"BETZ, JOHN",TX,25.0,LIB,2014,34.8
7462,"MONTOYA, MARCO",TX,25.0,DEM,2014,34.8
7463,"WILLIAMS, ROGER",TX,25.0,REP,2014,34.8
7464,"BOLER, MARK",TX,26.0,LIB,2014,40.2
7465,"BURGESS, MICHAEL C. DR.",TX,26.0,REP,2014,40.2
7466,"WIEGMANN, MATTHEW",TX,26.0,DEM,2014,40.2
7467,"WATROUS, DIVENCHY",TX,26.0,REP,2014,40.2
7468,"KRAUSE, JOEL AUGUST",TX,26.0,REP,2014,40.2
7469,"FARENTHOLD, RANDOLPH BLAKE",TX,27.0,REP,2014,18.3
7470,"SIMONSON, ROXANNE",TX,27.0,LIB,2014,18.3
7471,"REED, WESLEY CRAIG",TX,27.0,DEM,2014,18.3
7472,"AIKENS, WILLIAM",TX,28.0,LIB,2014,17.2
7473,"CARY, MICHAEL DWAIN",TX,28.0,GRE,2014,17.2
7474,"CUELLAR, HENRY R.",TX,28.0,DEM,2014,17.2
7475,"GREEN, RAYMOND E. 'GENE'",TX,29.0,DEM,2014,8.8
7476,"STANCZAK, JAMES",TX,29.0,LIB,2014,8.8
7477,"KOCH, MAX W., III",TX,30.0,LIB,2014,19.4
7478,"WILLIAMS, ERIC LEMONTE",TX,30.0,IND,2014,19.4
7479,"BRASHEAR-MODICA, JERRY LEE",TX,30.0,DEM,2014,19.4
7480,"JOHNSON, EDDIE BERNICE",TX,30.0,DEM,2014,19.4
7481,"CARAWAY, BARBARA LEN MALLORY",TX,30.0,DEM,2014,19.4
7482,"BALLARD, SCOTT J",TX,31.0,LIB,2014,32.6
7483,"MINOR, LOUIE JR",TX,31.0,DEM,2014,32.6
7484,"CARTER, JOHN R. REP.",TX,31.0,REP,2014,32.6
7485,"RANKIN, ED",TX,32.0,LIB,2014,41.7
7486,"PIERSON, KATRINA LANETTE",TX,32.0,REP,2014,41.7
7487,"SESSIONS, PETE MR.",TX,32.0,REP,2014,41.7
7488,"PEREZ, FRANK ANTHONY",TX,32.0,DEM,2014,41.7
7489,"REEVES, JASON",TX,33.0,LIB,2014,8.9
7490,"MITCHELL, MONTE MARK",TX,33.0,REP,2014,8.9
7491,"VEASEY, MARC ALLISON MR.",TX,33.0,DEM,2014,8.9
7492,"SANCHEZ, THOMAS CARL",TX,33.0,DEM,2014,8.9
7493,"PURL, DOUG",TX,34.0,LIB,2014,14.4
7494,"VELA, FILEMON MR.",TX,34.0,DEM,2014,14.4
7495,"ROWLEY, RYAN EDWARD",TX,34.0,LIB,2014,14.4
7496,"SMITH, LARRY STANLEY",TX,34.0,REP,2014,14.4
7497,"BRUNER, CORY W",TX,35.0,LIB,2014,17.4
7498,"SWIFT, KAT",TX,35.0,GRE,2014,17.4
7499,"NARVAIZ, SUSAN",TX,35.0,REP,2014,17.4
7500,"DOGGETT, LLOYD",TX,35.0,DEM,2014,17.4
7501,"RIDLEY, H.J., JR.",TX,36.0,GRE,2014,18.2
7502,"ROURKE, ROBB",TX,36.0,LIB,2014,18.2
7503,"RILEY, ROBIN",TX,36.0,REP,2014,18.2
7504,"VEACH, RODNEY",TX,36.0,LIB,2014,18.2
7505,"FITZGERALD, JOHN PHILIP",TX,36.0,REP,2014,18.2
7506,"KASPRZAK, PATRICIA",TX,36.0,REP,2014,18.2
7507,"ENGSTRAND, JIM",TX,36.0,REP,2014,18.2
7508,"MANLOVE, JOHN",TX,36.0,REP,2014,18.2
7509,"NORMAN, DAVID",TX,36.0,REP,2014,18.2
7510,"CENTILLI, DOUG",TX,36.0,REP,2014,18.2
7511,"MORRELL, KIM",TX,36.0,REP,2014,18.2
7512,"MEYER, CHARLES B",TX,36.0,REP,2014,18.2
7513,"BABIN, BRIAN",TX,36.0,REP,2014,18.2
7514,"COLE, MICHAEL KENNETH JR.",TX,36.0,DEM,2014,18.2
7515,"AMDUR, JOHN",TX,36.0,REP,2014,18.2
7516,"STREUSAND, BENJAMIN EARL",TX,36.0,REP,2014,18.2
7517,"WONNACOTT, BRIAN",UT,0.0,DEM,2014,
7518,"BOWDEN, CRAIG RICHARD",UT,1.0,LIB,2014,28.3
7519,"CHIU, DAVID YU-LIN",UT,1.0,REP,2014,28.3
7520,"VANCE, DWAYNE A.",UT,1.0,IAP,2014,28.3
7521,"CLEMENS, PETER C",UT,1.0,DEM,2014,28.3
7522,"BISHOP, ROBERT",UT,1.0,REP,2014,28.3
7523,"MCALEER, DONNA",UT,1.0,DEM,2014,28.3
7524,"BARRON, BILL",UT,2.0,IND,2014,30.2
7525,"MEYERS, LARRY MICHAEL",UT,2.0,REP,2014,30.2
7526,"HILL, WAYNE L",UT,2.0,IAP,2014,30.2
7527,"ROBLES, LUZ M",UT,2.0,DEM,2014,30.2
7528,"HATTON, VAUGHN",UT,2.0,REP,2014,30.2
7529,"MCCAUSLAND, SHAUN",UT,2.0,CON,2014,30.2
7530,"HARTMAN, ZACHARY A",UT,2.0,REP,2014,30.2
7531,"ROGERS, WARREN",UT,2.0,NNE,2014,30.2
7532,"STEWART, CHRIS",UT,2.0,REP,2014,30.2
7533,"TRYON, STEPHEN P.",UT,3.0,NPA,2014,37.6
7534,"HEDENGREN, MARK",UT,3.0,REP,2014,37.6
7535,"STEVENS, ROBERT J.",UT,3.0,REP,2014,37.6
7536,ABRAHAM,UT,3.0,IAP,2014,37.6
7537,"STRONG, ZACK",UT,3.0,IAP,2014,37.6
7538,"MATES, BEN J.",UT,3.0,NNE,2014,37.6
7539,"ELSE, DAVID A.",UT,3.0,NNE,2014,37.6
7540,"CHAFFETZ, JASON",UT,3.0,REP,2014,37.6
7541,"VEIN, JIM L.",UT,4.0,LIB,2014,27.0
7542,"AALDERS, TIM",UT,4.0,IAP,2014,27.0
7543,"PETERSON, BILL",UT,4.0,DEM,2014,27.0
7544,"SIMONSEN, COLLIN ROBERT",UT,4.0,CON,2014,27.0
7545,"JOHNSON, JENNIFER ",UT,4.0,REP,2014,27.0
7546,"OWENS, H DOUGLAS",UT,4.0,DEM,2014,27.0
7547,"LOVE, MIA",UT,4.0,REP,2014,27.0
7548,"FUEHR, BOB",UT,4.0,REP,2014,27.0
7549,"MARSHALL, ROBERT G",VA,0.0,REP,2014,
7550,"RIEDEL, ANTHONY TROY",VA,1.0,REP,2014,35.2
7551,"MOSHER, NORMAN GARDNER",VA,1.0,DEM,2014,35.2
7552,"PARKER, G. GAIL",VA,1.0,IGR,2014,35.2
7553,"WITTMAN, ROBERT J",VA,1.0,REP,2014,35.2
7554,"MEYNARDIE, KEVIN SPENCER",VA,2.0,REP,2014,31.2
7555,"PATRICK, SUZANNE D",VA,2.0,DEM,2014,31.2
7556,"RIGELL, EDWARD SCOTT MR.",VA,2.0,REP,2014,31.2
7557,"GANDINO-SAADEIN, JUSTIN J",VA,3.0,IND,2014,22.2
7558,"SCOTT, ROBERT C.",VA,3.0,DEM,2014,22.2
7559,"BROWN, BO C",VA,4.0,LIB,2014,24.9
7560,"FAUSZ, ELLIOTT GRAYSON",VA,4.0,DEM,2014,24.9
7561,"FORBES, J. RANDY",VA,4.0,REP,2014,24.9
7562,"HUDSON, BENJAMIN LENWARD",VA,5.0,DEM,2014,25.6
7563,"JONES, PAUL FRANCIS",VA,5.0,LIB,2014,25.6
7564,"HILDEBRANDT, KENNETH J",VA,5.0,IGR,2014,25.6
7565,"GAUGHAN, WALTER LAWRENCE",VA,5.0,DEM,2014,25.6
7566,"HURT, ROBERT",VA,5.0,REP,2014,25.6
7567,"HAMMER, WILLIAM M WILL",VA,6.0,LIB,2014,25.9
7568,"HILDEBRANDT, ELAINE B",VA,6.0,IGR,2014,25.9
7569,"ELDER, BRUCE A",VA,6.0,DEM,2014,25.9
7570,"GOODLATTE, ROBERT W.",VA,6.0,REP,2014,25.9
7571,"BRAT, DAVID ALAN",VA,7.0,REP,2014,39.3
7572,"DICKINSON, MICHAEL R",VA,7.0,DEM,2014,39.3
7573,"GREENWALD, PETER THOMAS",VA,7.0,REP,2014,39.3
7574,"TRAMMELL, JOHN K",VA,7.0,DEM,2014,39.3
7575,"CARR, JAMES AVARETT JR",VA,7.0,LIB,2014,39.3
7576,"KORPE, SATISH W",VA,8.0,DEM,2014,60.0
7577,"HERRING, CHARNIELE L",VA,8.0,DEM,2014,60.0
7578,"EBBIN, ADAM",VA,8.0,DEM,2014,60.0
7579,"HARING, PAUL B",VA,8.0,REP,2014,60.0
7580,"BARTOW, DENNIS",VA,8.0,REP,2014,60.0
7581,"LOPEZ, ALFONSO HOFFMAN",VA,8.0,DEM,2014,60.0
7582,"NAJARIAN, NANCY",VA,8.0,DEM,2014,60.0
7583,"LEVINE, MARK HERBERT",VA,8.0,DEM,2014,60.0
7584,"CHATMAN, LAVERN",VA,8.0,DEM,2014,60.0
7585,"SHUTTLEWORTH, BRUCE BOWEN",VA,8.0,DEM,2014,60.0
7586,"BLAIS, GERARD C 'GERRY'",VA,8.0,IGR,2014,60.0
7587,"SICKLES, MARK DAVID",VA,8.0,DEM,2014,60.0
7588,"HYRA, DEREK",VA,8.0,DEM,2014,60.0
7589,"HOPE, PATRICK ALAN",VA,8.0,DEM,2014,60.0
7590,"EUILLE, WILLIAM D BILL",VA,8.0,DEM,2014,60.0
7591,"CARSON, JEFFREY S",VA,8.0,LIB,2014,60.0
7592,"BECK, GWENDOLYN",VA,8.0,IND,2014,60.0
7593,"BEYER, DONALD STERNOFF JR",VA,8.0,DEM,2014,60.0
7594,"EDMOND, MICAH K",VA,8.0,REP,2014,60.0
7595,"CARR, WILLIAM R.",VA,9.0,IND,2014,18.7
7596,"GRIFFITH, H MORGAN",VA,9.0,REP,2014,18.7
7597,"SAVITT, MARC S",VA,10.0,REP,2014,53.5
7598,"HOLLINGSHEAD, STEPHEN",VA,10.0,REP,2014,53.5
7599,"BOLGER, RICHARD OWEN",VA,10.0,DEM,2014,53.5
7600,"LIND, HOWARD RHODES",VA,10.0,REP,2014,53.5
7601,"MODICA, JULIEN",VA,10.0,DEM,2014,53.5
7602,"EICKHOLT, BRAD A",VA,10.0,IND,2014,53.5
7603,"BLAIS, DIANNE L",VA,10.0,IGR,2014,53.5
7604,"KUBBA, SAM",VA,10.0,DEM,2014,53.5
7605,"PILIERE, FRANCIS (FRANK) T ",VA,10.0,IND,2014,53.5
7606,"BLACK, RICHARD H 'DICK'",VA,10.0,REP,2014,53.5
7607,"COMSTOCK, BARBARA J",VA,10.0,REP,2014,53.5
7608,"WASINGER, ROBERT K",VA,10.0,REP,2014,53.5
7609,"FOUST, JOHN",VA,10.0,DEM,2014,53.5
7610,"REDPATH, WILLIAM B",VA,10.0,LIB,2014,53.5
7611,"MEYER, RON",VA,11.0,REP,2014,53.3
7612,"LITZELMAN, MIKE",VA,11.0,REP,2014,53.3
7613,"GEDDES, GERALD RUSSELL",VA,11.0,REP,2014,53.3
7614,"HARROLD, MARC",VA,11.0,LIB,2014,53.3
7615,"GIBSON, MARK TIMOTHY",VA,11.0,UNK,2014,53.3
7616,"CONNOLLY, GERALD EDWARD",VA,11.0,DEM,2014,53.3
7617,"SCHOLTE, SUZANNE",VA,11.0,REP,2014,53.3
7618,"GALDO, JOSEPH F",VA,11.0,GRE,2014,53.3
7619,"HANSEN, EMMETT II",VI,0.0,DEM,2014,
7620,"DANET, VINCENT EMILE",VI,0.0,REP,2014,
7621,"PLASKETT, STACEY ",VI,0.0,DEM,2014,
7622,"MALONE, SHAWN-MICHAEL",VI,0.0,DEM,2014,
7623,"DONKA, MARK",VT,0.0,REP,2014,35.2
7624,"MEYER, RANDALL",VT,0.0,IND,2014,35.2
7625,"TRUDELL, JERRY",VT,0.0,OTH,2014,35.2
7626,"ERICSON, CRIS",VT,0.0,IND,2014,35.2
7627,"RUSSELL, DONALD",VT,0.0,REP,2014,35.2
7628,"ANDREWS, MATTHEW",VT,0.0,LBU,2014,35.2
7629,"NOLTE, DONALD WALTER",VT,0.0,REP,2014,35.2
7630,"WELCH, PETER",VT,0.0,DEM,2014,35.2
7631,"ORLINSKI, BOLESLAW (JOHN)",WA,1.0,REP,2014,40.0
7632,"THE MOVER, MIKE",WA,1.0,OTH,2014,40.0
7633,"SUTHERLAND, ROBERT J",WA,1.0,REP,2014,40.0
7634,"MOATS, EDWIN F",WA,1.0,REP,2014,40.0
7635,"TODD, RICHARD",WA,1.0,OTH,2014,40.0
7636,"DELBENE, SUZAN K",WA,1.0,DEM,2014,40.0
7637,"CELLIS, PEDRO",WA,1.0,REP,2014,40.0
7638,"GUILLOT, B J",WA,2.0,REP,2014,29.0
7639,"LAPOINTE, MIKE",WA,2.0,IND,2014,29.0
7640,"LARSEN, RICK",WA,2.0,DEM,2014,29.0
7641,"DELAVAR, MICHAEL ROBERT",WA,3.0,REP,2014,22.6
7642,"DINGETHAL, BOB",WA,3.0,DEM,2014,22.6
7643,"HERRERA BEUTLER, JAIME",WA,3.0,REP,2014,22.6
7644,"SEIM, GAVIN DAVID",WA,4.0,REP,2014,19.5
7645,"NEWBRY, JANEA HOLMQUIST",WA,4.0,REP,2014,19.5
7646,"WRIGHT, RICHARD KENNETH",WA,4.0,IND,2014,19.5
7647,"PROSS, GORDON ALLEN",WA,4.0,REP,2014,19.5
7648,"PECK, LOWELL B",WA,4.0,REP,2014,19.5
7649,"BELTRAN, ESTAKIO",WA,4.0,DEM,2014,19.5
7650,"STOCKWELL, GLENN R.",WA,4.0,REP,2014,19.5
7651,"SANDOVAL, TONY",WA,4.0,DEM,2014,19.5
7652,"RAMIREZ, JOSH",WA,4.0,IND,2014,19.5
7653,"MIDBUST, KEVIN",WA,4.0,REP,2014,19.5
7654,"DIDIER, CLINT",WA,4.0,REP,2014,19.5
7655,"NEWHOUSE, DANIEL MILTON",WA,4.0,REP,2014,19.5
7656,"CICOTTE, GEORGE FREDERICK",WA,4.0,REP,2014,19.5
7657,"HORNE, THOMAS M",WA,5.0,REP,2014,27.7
7658,"PAKOOTAS, JOSEPH A",WA,5.0,DEM,2014,27.7
7659,"WILSON, DAVID J",WA,5.0,IND,2014,27.7
7660,"MCMORRIS RODGERS, CATHY",WA,5.0,REP,2014,27.7
7661,"MILHOLLAND, DOUGLAS",WA,6.0,GRE,2014,27.8
7662,"MCPHERSON, W.",WA,6.0,OTH,2014,27.8
7663,"MCCLENDON, MARTIN",WA,6.0,REP,2014,27.8
7664,"KILMER, DEREK",WA,6.0,DEM,2014,27.8
7665,"YOUNG, JESSE L",WA,6.0,REP,2014,27.8
7666,"KELLER, CRAIG",WA,7.0,REP,2014,56.0
7667,"HUGHES, ANDREW IFITS",WA,7.0,DEM,2014,56.0
7668,"NELSON, GOODSPACEGUY",WA,7.0,OTH,2014,56.0
7669,"MCQUAID, DOUGLAS WIGHT",WA,7.0,IND,2014,56.0
7670,"SUTHERLAND, S",WA,7.0,OTH,2014,56.0
7671,"MCDERMOTT, JAMES",WA,7.0,DEM,2014,56.0
7672,"ARNOLD, KEITH",WA,8.0,DEM,2014,31.6
7673,"RITCHIE, JASON",WA,8.0,DEM,2014,31.6
7674,"REICHERT, DAVE",WA,8.0,REP,2014,31.6
7675,"RIVERS, DONOVAN LAMONT",WA,9.0,DEM,2014,38.8
7676,"GREENE, C. MARK",WA,9.0,OTH,2014,38.8
7677,"SMITH, D ADAM",WA,9.0,DEM,2014,38.8
7678,"BASLER, DOUGLAS MICHAEL",WA,9.0,REP,2014,38.8
7679,"FERGUSON, JENNIFER HORTENSE",WA,10.0,IND,2014,25.6
7680,"WRIGHT, SAMUEL G",WA,10.0,HRP,2014,25.6
7681,"MCDONALD, JOYCE",WA,10.0,REP,2014,25.6
7682,"HECK, DENNIS",WA,10.0,DEM,2014,25.6
7683,"KALEKA, AMARDEEP",WI,1.0,DEM,2014,26.5
7684,"DESCHLER , KEITH",WI,1.0,LIB,2014,26.5
7685,"RYAN, JEREMY",WI,1.0,REP,2014,26.5
7686,"ZERBAN, ROBERT T",WI,1.0,DEM,2014,26.5
7687,"RYAN, PAUL D",WI,1.0,REP,2014,26.5
7688,"THERON, DANIEL PETER",WI,2.0,REP,2014,38.9
7689,"POCAN, MARK",WI,2.0,DEM,2014,38.9
7690,"ANDERSON, CHRISTOPHER J",WI,3.0,REP,2014,23.3
7691,"KOPSICK, JOSEPH WILLIAM",WI,3.0,IND,2014,23.3
7692,"VAN DOREN, KEN",WI,3.0,REP,2014,23.3
7693,"MUELLER, KAREN L",WI,3.0,REP,2014,23.3
7694,"KIND, RONALD JAMES",WI,3.0,DEM,2014,23.3
7695,"KURTZ, TONY",WI,3.0,REP,2014,23.3
7696,"SEBRING, DANIEL P",WI,4.0,REP,2014,26.6
7697,"GEORGE, GARY R.",WI,4.0,DEM,2014,26.6
7698,"KING, DAVID D",WI,4.0,REP,2014,26.6
7699,"HINZ, JANET",WI,4.0,REP,2014,26.6
7700,"RAYMOND, ROBERT",WI,4.0,IND,2014,26.6
7701,"MOORE, GWEN S",WI,4.0,DEM,2014,26.6
7702,"HOLLINGSHEAD, STEPHEN BARTHOLOMEW",WI,5.0,REP,2014,34.5
7703,"SENSENBRENNER, F. JAMES JR.",WI,5.0,REP,2014,34.5
7704,"ROCKWOOD, CHRISTOPHER B",WI,5.0,DEM,2014,34.5
7705,"LEIBHAM, JOE",WI,6.0,REP,2014,24.5
7706,"OLSON, NANCY L",WI,6.0,REP,2014,24.5
7707,"DENOW, TOM",WI,6.0,REP,2014,24.5
7708,"FAHRENDORF, GUS",WI,6.0,LIB,2014,24.5
7709,"HARRIS, MARK L",WI,6.0,DEM,2014,24.5
7710,"STROEBEL, S DUANE JR",WI,6.0,REP,2014,24.5
7711,"GROTHMAN, GLENN S",WI,6.0,REP,2014,24.5
7712,"KRSIEAN, MICHAEL",WI,7.0,DEM,2014,21.1
7713,"SCHIESS, JOHN T",WI,7.0,REP,2014,21.1
7714,"DALE, LAWRENCE",WI,7.0,GRE,2014,21.1
7715,"DUFFY, SEAN",WI,7.0,REP,2014,21.1
7716,"WESTLUND, KELLY",WI,7.0,DEM,2014,21.1
7717,"RIBBLE, REID J. REP.",WI,8.0,REP,2014,24.0
7718,"GRUETT, RON",WI,8.0,DEM,2014,24.0
7719,"RAIHALA, DON",WI,8.0,DEM,2014,24.0
7720,"MCKINLEY, DAVID B. MR.",WV,1.0,REP,2014,20.5
7721,"WOOD, CHUCK",WV,1.0,UNK,2014,20.5
7722,"MORAN, DAVID",WV,1.0,LIB,2014,20.5
7723,"GAINER, GLEN III",WV,1.0,DEM,2014,20.5
7724,"MOSS, JIM",WV,2.0,REP,2014,20.4
7725,"REED, KENNETH RAY",WV,2.0,REP,2014,20.4
7726,"LANE, CHARLOTTE R",WV,2.0,REP,2014,20.4
7727,"FLUHARTY, ROBERT LAWRENCE",WV,2.0,REP,2014,20.4
7728,"JONES, DAVY",WV,2.0,LIB,2014,20.4
7729,"SULLIVAN, LIZ",WV,2.0,UNK,2014,20.4
7730,"HARRISON, STEPHEN JOHN",WV,2.0,REP,2014,20.4
7731,"RABEL, EDWARD LAWRENCE JR",WV,2.0,IND,2014,20.4
7732,"POORE, MESHEA",WV,2.0,DEM,2014,20.4
7733,"DUNN, MATTHEW ELLIOT",WV,2.0,DEM,2014,20.4
7734,"WALTERS, RONALD NEAL JR",WV,2.0,REP,2014,20.4
7735,"CASEY, GEORGE NICHOLAS JR",WV,2.0,DEM,2014,20.4
7736,"MOONEY, ALEXANDER XAVIER",WV,2.0,REP,2014,20.4
7737,"OJEDA, RICHARD N II",WV,3.0,DEM,2014,15.3
7738,"RAHALL, NICK J. II",WV,3.0,DEM,2014,15.3
7739,"JENKINS, EVAN H",WV,3.0,REP,2014,15.3
7740,"BRUBAKER, RICHARD P.",WY,0.0,LIB,2014,25.1
7741,"CUMMINGS, DANIEL CLYDE",WY,0.0,CST,2014,25.1
7742,"GRAYSON, RICHARD",WY,0.0,DEM,2014,25.1
7743,"SENTENEY, JASON ADAM",WY,0.0,REP,2014,25.1
7744,"LUMMIS, CYNTHIA MARIE",WY,0.0,REP,2014,25.1
7745,"SOUPHANAVONG, BERNIE",AK,0.0,NPA,2016,28.8
7746,"MCDERMOTT, JIM C",AK,0.0,LIB,2016,28.8
7747,"HIBLER, WILLIAM D",AK,0.0,DEM,2016,28.8
7748,"HINZ, LYNETTE",AK,0.0,DEM,2016,28.8
7749,"HEIKES, GERALD L",AK,0.0,REP,2016,28.8
7750,"TINGLEY, JESSE J",AK,0.0,REP,2016,28.8
7751,"WRIGHT, STEPHEN T",AK,0.0,REP,2016,28.8
7752,"WATTS, JON BRIGGS",AK,0.0,LIB,2016,28.8
7753,"KILE, ZACHARY A",AK,0.0,OTH,2016,28.8
7754,"SOUPHANAVONG, BERNARD IGNATIUS MR",AK,0.0,NON,2016,28.8
7755,"YOUNG, DONALD E",AK,0.0,REP,2016,28.8
7756,"LINDBECK, STEVE",AK,,DEM,2016,
7757,"YOUNG JR, LARRY DEAN",AL,1.0,REP,2016,23.3
7758,"BYRNE, BRADLEY ROBERTS",AL,1.0,REP,2016,23.3
7759,"GERRITSON, REBECCA (BECKY)",AL,2.0,REP,2016,21.8
7760,"JOHN, ROBERT E JR",AL,2.0,IND,2016,21.8
7761,"ROGERS, ROBERT L",AL,2.0,REP,2016,21.8
7762,"MATHIS, NATHAN",AL,2.0,DEM,2016,21.8
7763,"ROBY, MARTHA",AL,2.0,REP,2016,21.8
7764,"SMITH, JESSE TREMAIN",AL,3.0,DEM,2016,21.2
7765,"DICHIARA, LARRY",AL,3.0,REP,2016,21.2
7766,"ROGERS, MICHAEL DENNIS",AL,3.0,REP,2016,21.2
7767,"NORRIS, PHILLIP",AL,4.0,REP,2016,16.3
7768,"ADERHOLT, ROBERT BROWN",AL,4.0,REP,2016,16.3
7769,"BROOKS, MO",AL,5.0,REP,2016,30.5
7770,"BOYD, WILLIE 'WILL' DR. JR.",AL,5.0,DEM,2016,30.5
7771,"PUTMAN, DAVID",AL,6.0,DEM,2016,35.2
7772,"PALMER, GARY",AL,6.0,REP,2016,35.2
7773,"BISHOP, CHRISTOPHER ANDREW",AL,7.0,IND,2016,19.1
7774,"SEWELL, TERRYCINA ANDREA",AL,7.0,DEM,2016,19.1
7775,"WEST, MARK",AR,1.0,LIB,2016,15.7
7776,"CRAWFORD, ERIC ALAN RICK",AR,1.0,REP,2016,15.7
7777,"HAYES, CHRIS",AR,2.0,LIB,2016,28.4
7778,"NEELY, CHARLES",AR,2.0,OTH,2016,28.4
7779,"WESCOTT, MATHEW",AR,2.0,OTH,2016,28.4
7780,"OLREE, BROCK",AR,2.0,REP,2016,28.4
7781,"CURRY, DIANNE",AR,2.0,DEM,2016,28.4
7782,"HILL, JAMES FRENCH",AR,2.0,REP,2016,28.4
7783,"ISAACSON, STEVEN JAY",AR,3.0,LIB,2016,25.6
7784,"LAFRANCE, NATHAN",AR,3.0,LIB,2016,25.6
7785,"WOMACK, STEVE",AR,3.0,REP,2016,25.6
7786,"HICKS, KERRY",AR,4.0,LIB,2016,16.1
7787,"WESTERMAN, BRUCE MR.",AR,4.0,REP,2016,16.1
7788,"SUITONU-CHAPMAN, MELEAGI",AS,0.0,DEM,2016,
7789,"JONES, TIM",AS,0.0,UNK,2016,
7790,"AMATA, AUMUA",AS,0.0,REP,2016,
7791,"JAMIAS, MAPU S.",AS,0.0,DEM,2016,
7792,"HUNKIN-FINAU, VAITINASA SALU",AS,,DEM,2016,
7793,"BEGAY, CARLYLE WILMER",AZ,1.0,REP,2016,23.6
