,congressional_district,minority_percentage,year,candidates
1044,"Congressional District 2 (113th Congress), Louisiana",0.67806,2012,"Cedric Richmond (Democratic), Gary Landrieu (Democratic), Dwayne Bailey (Republican), Josue Larose (Republican), Caleb Trotter (Libertarian)"
1045,"Congressional District 3 (113th Congress), Louisiana",0.29141,2012,"Charles Boustany (Republican), Jeff Landry (Republican)"
1046,"Congressional District 4 (113th Congress), Louisiana",0.3875,2012,"John Fleming (Republican), Randall Lord (Libertarian)"
1047,"Congressional District 5 (113th Congress), Louisiana",0.37835,2012,"Rodney Alexander (Republican), Ron Caesar (no, Clay Grant (Libertarian)"
1048,"Congressional District 6 (113th Congress), Louisiana",0.28858,2012,"Bill Cassidy (Republican), Rufus Holt Craig Jr. (Libertarian), Richard Torregano (no"
1049,"Congressional District 1 (113th Congress), Maine",0.05245,2012,"Chellie Pingree (Democratic), Jon Courtney (Republican)"
1050,"Congressional District 2 (113th Congress), Maine",0.04513,2012,"Mike Michaud (Democratic), Kevin Raye (Republican)"
1051,"Congressional District 1 (113th Congress), Maryland",0.17108,2012,"Andrew Harris (Republican), Wendy Rosen (Democratic), John LaFerla (WI), Muir Boda (Libertarian)"
1052,"Congressional District 2 (113th Congress), Maryland",0.42664,2012,"Dutch Ruppersberger (Democratic), Nancy Jacobs (Republican), Leo Dymowski (Libertarian)"
1053,"Congressional District 3 (113th Congress), Maryland",0.34673,2012,"John Sarbanes (Democratic), Eric Knowles (Republican), Paul Drgos Jr. (Libertarian)"
1054,"Congressional District 4 (113th Congress), Maryland",0.68405,2012,"Donna Edwards (Democratic), Faith Loudon (Republican), Scott Soffen (Libertarian)"
1055,"Congressional District 5 (113th Congress), Maryland",0.46812,2012,"Steny Hoyer (Democratic), Tony O'Donnell (Republican), Bob Auerbach (Green), Arvin Vohra (Libertarian)"
1056,"Congressional District 6 (113th Congress), Maryland",0.2907,2012,"John K. Delaney (Democratic), Roscoe Bartlett (Republican), Nicklaus Mueller (Libertarian)"
1057,"Congressional District 7 (113th Congress), Maryland",0.64803,2012,"Elijah Cummings (Democratic), Frank Mirabile (Republican), Ronald M. Owens-Bey (Libertarian)"
1058,"Congressional District 8 (113th Congress), Maryland",0.31777,2012,"Chris Van Hollen (Democratic), Ken Timmerman (Republican), Mark Grannis (Libertarian), George Gluck (Green)"
1059,"Congressional District 1 (113th Congress), Massachusetts",0.16718,2012,Richard Neal (Democratic)
1060,"Congressional District 2 (113th Congress), Massachusetts",0.14736,2012,Jim McGovern (Democratic)
1061,"Congressional District 3 (113th Congress), Massachusetts",0.22503,2012,"Niki Tsongas (Democratic), Jon Golnik (Republican)"
1062,"Congressional District 4 (113th Congress), Massachusetts",0.12258,2012,"Joseph Kennedy III (Democratic), Sean Bielat (Republican)"
1063,"Congressional District 5 (113th Congress), Massachusetts",0.2036,2012,"Ed Markey (Democratic), Tom Tierney (Republican)"
1064,"Congressional District 6 (113th Congress), Massachusetts",0.13831,2012,"John Tierney (Democratic), Richard Tisei (Republican), Daniel Fishman (Libertarian)"
1065,"Congressional District 7 (113th Congress), Massachusetts",0.48203,2012,"Mike Capuano (Democratic), Karla Romero (Independent)"
1066,"Congressional District 8 (113th Congress), Massachusetts",0.21106,2012,"Stephen Lynch (Democratic), Joe Selvaggi (Republican)"
1067,"Congressional District 9 (113th Congress), Massachusetts",0.08958,2012,"William R. Keating (Democratic), Christopher Sheldon (Republican), Daniel Botelho (Independent)"
1068,"Congressional District 1 (113th Congress), Michigan",0.07619,2012,"Dan Benishek (Republican), Gary McDowell (Democratic), Emily Salvette (Libertarian), Ellis Boal (Green)"
1069,"Congressional District 2 (113th Congress), Michigan",0.12853,2012,"Bill Huizenga (Republican), Willie German Jr. (Democratic), Mary Buzuma (Libertarian), William J. Opalicky (Green)"
1070,"Congressional District 3 (113th Congress), Michigan",0.15166,2012,"Justin Amash (Republican), Steve Pestka (Democratic), Bill Gelineau (Libertarian)"
1071,"Congressional District 4 (113th Congress), Michigan",0.05816,2012,"David Camp (Republican), Debra Freidell Wirth (Democratic), John Gelineau (Libertarian), George Zimmer (US, Pat Timmons (Green)"
1072,"Congressional District 5 (113th Congress), Michigan",0.22396,2012,"Dan Kildee (Democratic), Jim Slezak (Republican), David Davenport (no, Greg Creswell (Libertarian)"
1073,"Congressional District 6 (113th Congress), Michigan",0.14879,2012,"Fred Upton (Republican), Mike O'Brien (Democratic), Christie Gelineau (Libertarian), Jason Gatties (US"
1074,"Congressional District 7 (113th Congress), Michigan",0.08179,2012,"Tim Walberg (Republican), Kurt Haskell (Democratic), Ken Proctor (Libertarian), Richard E. Wunsch (Green)"
1075,"Congressional District 8 (113th Congress), Michigan",0.13481,2012,"Mike Rogers (Republican), Lance Enderle (Democratic), Daniel Goebel (Libertarian), Preston Brooks (no"
1076,"Congressional District 9 (113th Congress), Michigan",0.18398,2012,"Sander Levin (Democratic), Don Volaric (Republican), Jim Fulner (Libertarian), Julia Williams (Green), Lester Townsend (U.S."
1077,"Congressional District 10 (113th Congress), Michigan",0.07299,2012,"Candice Miller (Republican), Chuck Stadler (Democratic), Baghwan Dashairya (Libertarian)"
1078,"Congressional District 11 (113th Congress), Michigan",0.16718,2012,"Kerry Bentivolio (Republican), Syed Taj (Democratic), John Tatar (Libertarian), Steven Paul Duke (Green), Daniel Johnson (no"
1079,"Congressional District 12 (113th Congress), Michigan",0.20272,2012,"John Dingell (Democratic), Cynthia Kallgren (Republican), Rick Secula (Libertarian)"
1080,"Congressional District 13 (113th Congress), Michigan",0.62248,2012,"John Conyers (Democratic), Harry Sawicki (Republican), Chris Sharer (Libertarian), Martin Gray (U.S."
1081,"Congressional District 14 (113th Congress), Michigan",0.65257,2012,"Gary Peters (Democratic), John Hauler (Republican), Leonard Schwartz (Libertarian), Douglas Campbell (Green)"
1082,"Congressional District 1 (113th Congress), Minnesota",0.07657,2012,"Tim Walz (Democratic), Allen Quist (Republican)"
1083,"Congressional District 2 (113th Congress), Minnesota",0.13458,2012,"John Kline (Republican), Mike Obermueller (Democratic)"
1084,"Congressional District 3 (113th Congress), Minnesota",0.17223,2012,"Erik Paulsen (Republican), Brian Barnes (Democratic)"
1085,"Congressional District 4 (113th Congress), Minnesota",0.25694,2012,"Betty McCollum (Democratic), Tony Hernandez (Republican), Steve Carlson (Independence)"
1086,"Congressional District 5 (113th Congress), Minnesota",0.30166,2012,"Keith Ellison (Democratic), Chris Fields (Republican)"
1087,"Congressional District 6 (113th Congress), Minnesota",0.0791,2012,"Michele Bachmann (Republican), Jim Graves (Democratic)"
1088,"Congressional District 7 (113th Congress), Minnesota",0.07182,2012,"Collin Peterson (Democratic), Lee Byberg (Republican), Adam Steele (Independence)"
1089,"Congressional District 8 (113th Congress), Minnesota",0.06433,2012,"Rick Nolan (Democratic), Chip Cravaack (Republican)"
1090,"Congressional District 1 (113th Congress), Mississippi",0.30394,2012,"Alan Nunnelee (Republican), Brad Morris (Democratic), Danny Bedwell (Libertarian), Jim Bourland (Constitution), Jim Chris Potts (Reform)"
1091,"Congressional District 2 (113th Congress), Mississippi",0.67123,2012,"Bennie Thompson (Democratic), Bill Marcy (Republican), Cobby Williams (Independent), Lajena Williams (Reform)"
1092,"Congressional District 3 (113th Congress), Mississippi",0.38827,2012,"Gregg Harper (Republican), John Pannell (Reform)"
1093,"Congressional District 4 (113th Congress), Mississippi",0.27553,2012,"Steven Palazzo (Republican), Matthew Moore (Democratic), Ron Williams (Libertarian), Bob Claunch (Reform)"
1094,"Congressional District 1 (113th Congress), Missouri",0.56029,2012,"Lacy Clay (Democratic), Robyn Hamlin (Republican), Rob Cunningham (Libertarian)"
1095,"Congressional District 2 (113th Congress), Missouri",0.10461,2012,"Ann Wagner (Republican), Glenn Koenen (Democratic), Bill Slantz (Libertarian), Anitol Zorikova (Constitution)"
1096,"Congressional District 3 (113th Congress), Missouri",0.069,2012,"Blaine Luetkemeyer (Republican), Eric Mayer (Democratic), Steve Wilson (Libertarian)"
1097,"Congressional District 4 (113th Congress), Missouri",0.10267,2012,"Vicky Hartzler (Republican), Teresa Hensley (Democratic), Thomas Holbrook (Libertarian), Greg Cowan (Constitution)"
1098,"Congressional District 5 (113th Congress), Missouri",0.30914,2012,"Emanuel Cleaver (Democratic), Jacob Turk (Republican), Randy Langkraehr (Libertarian)"
1099,"Congressional District 6 (113th Congress), Missouri",0.09202,2012,"Sam Graves (Republican), Kyle Yarber (Democratic), Russ Lee Monchil (Libertarian)"
1100,"Congressional District 7 (113th Congress), Missouri",0.07522,2012,"Billy Long (Republican), Jim Evans (Democratic), Kevin Craig (Libertarian)"
1101,"Congressional District 8 (113th Congress), Missouri",0.07653,2012,"Jo Ann Emerson (Republican), Jack Rushin (Democratic), Rick Vandeven (Libertarian)"
1102,"Congressional District (at Large) (113th Congress), Montana",0.10812,2012,"Steve Daines (Republican), Kim Gillan (Democratic), David Kaiser (Libertarian)"
1103,"Congressional District 1 (113th Congress), Nebraska",0.0923,2012,"Jeff Fortenberry (Republican), Korey Reiman (Democratic)"
1104,"Congressional District 2 (113th Congress), Nebraska",0.20297,2012,"Lee Terry (Republican), John Ewing (Democratic)"
1105,"Congressional District 3 (113th Congress), Nebraska",0.05918,2012,"Adrian Smith (Republican), Mark Sullivan (Democratic)"
1106,"Congressional District 1 (113th Congress), Nevada",0.38909,2012,"Dina Titus (Democratic), Chris Edwards (Republican), Bill Pojunis (Libertarian), Stan Vaughan (Independent"
1107,"Congressional District 2 (113th Congress), Nevada",0.16774,2012,"Mark Amodei (Republican), Sam Koepnick (Democratic), Michael L. Haines (Independent), Russell Best (Independent"
1108,"Congressional District 3 (113th Congress), Nevada",0.30253,2012,"Joe Heck (Republican), John Oceguera (Democratic), Tim Murphy (Independent), Tom Jones (Independent"
1109,"Congressional District 4 (113th Congress), Nevada",0.35542,2012,"Steven Horsford (Democratic), Danny Tarkanian (Republican), Floyd Fitzgibbons (Independent, Joe Silvestri (Libertarian)"
1110,"Congressional District 1 (113th Congress), New Hampshire",0.06196,2012,"Carol Shea-Porter (Democratic), Frank Guinta (Republican), Brendan Kelly (Libertarian)"
1111,"Congressional District 2 (113th Congress), New Hampshire",0.05739,2012,"Ann McLane Kuster (Democratic), Charles Bass (Republican), Hardy Macia (Libertarian)"
1112,"Congressional District 1 (113th Congress), New Jersey",0.31865,2012,"Rob Andrews (Democratic), Greg Horton (Republican), John William Reitter (Independent), Margaret Chapman (Reform)"
1113,"Congressional District 2 (113th Congress), New Jersey",0.2604,2012,"Frank LoBiondo (Republican), Cassandra Shober (Democratic), John Ordille (Libertarian), Charles Lukens (Independent), David Bowen (Independent), Frank Faralli Jr. (Independent)"
1114,"Congressional District 3 (113th Congress), New Jersey",0.18606,2012,"Jon Runyan (Republican), Shelley Adler (Democratic), Robert Forchin (Independent), Robert Shapiro (Independent), Fredrick John Lavergne (Independent)"
1115,"Congressional District 4 (113th Congress), New Jersey",0.13771,2012,"Chris Smith (Republican), Brian Froelich (Democratic), Leonard Marshall (Independent)"
1116,"Congressional District 5 (113th Congress), New Jersey",0.21229,2012,"Scott Garrett (Republican), Adam Gussen (Democratic), Patricia Alessandrini (Independent)"
1117,"Congressional District 6 (113th Congress), New Jersey",0.33638,2012,"Frank Pallone (Democratic), Anna C. Little (Republican), Len Flynn (Libertarian)"
1118,"Congressional District 7 (113th Congress), New Jersey",0.19524,2012,"Leonard Lance (Republican), Upendra Chivukula (Democratic), Dennis Breen (Independent), Patrick McKnight (Libertarian)"
1119,"Congressional District 8 (113th Congress), New Jersey",0.43826,2012,"Albio Sires (Democratic), Maria Pineiro Karczewski (Republican), Herbert Shaw (Independent), Stephen De Luca (Independent)"
1120,"Congressional District 9 (113th Congress), New Jersey",0.35603,2012,"Bill Pascrell (Democratic), Shmuley Boteach (Republican), David Smith,  Jeanette Woolsey (Constitution)"
1121,"Congressional District 10 (113th Congress), New Jersey",0.7065,2012,"Donald Payne Jr. (Democratic), Brian Kelemen (Republican), Joanne Miller (Independent), Mick Erickson (Libertarian)"
1122,"Congressional District 11 (113th Congress), New Jersey",0.16739,2012,"Rodney Frelinghuysen (Republican), John Arvanites (Democratic), Barry Berlin (Independent)"
1123,"Congressional District 12 (113th Congress), New Jersey",0.41541,2012,"Rush Holt Jr. (Democratic), Eric Beck (Republican), Jack Freudenheim (Independent), Kenneth J. Cody (Independent)"
1124,"Congressional District 1 (113th Congress), New Mexico",0.30961,2012,"Michelle Lujan Grisham (Democratic), Janice Arnold-Jones (Republican)"
1125,"Congressional District 2 (113th Congress), New Mexico",0.19667,2012,"Steve Pearce (Republican), Evelyn Madrid Erhard (Democratic)"
1126,"Congressional District 3 (113th Congress), New Mexico",0.33671,2012,"Ben Ray Luján (Democratic), Jeff Byrd (Republican)"
1127,"Congressional District 1 (113th Congress), New York",0.11572,2012,"Tim Bishop (Democratic), Randy Altschuler (Republican)"
1128,"Congressional District 2 (113th Congress), New York",0.22903,2012,"Peter T. King (Republican), Vivianne C. Falcone (Democratic)"
1129,"Congressional District 3 (113th Congress), New York",0.22602,2012,"Steve Israel (Democratic), Stephen Labate (Republican), Mike McDermott (Libertarian), Anthony Tolda (Constitution)"
1130,"Congressional District 4 (113th Congress), New York",0.3171,2012,"Carolyn McCarthy (Democratic), Fran Becker (Republican), Frank Scaturro,  "
1131,"Congressional District 5 (113th Congress), New York",0.81776,2012,"Gregory Meeks (Democratic), Allan Jennings (Republican), Catherine Wark (Libertarian)"
1132,"Congressional District 6 (113th Congress), New York",0.50776,2012,"Grace Meng (Democratic), Dan Halloran (Republican), Evergreen Chou (Green)"
1133,"Congressional District 7 (113th Congress), New York",0.50304,2012,"Nydia Velazquez (Democratic), James Murray (Conservative)"
1134,"Congressional District 8 (113th Congress), New York",0.70389,2012,"Hakeem Jeffries (Democratic), Alan Bellone (Republican), Colin Beavan (Green)"
1135,"Congressional District 9 (113th Congress), New York",0.67448,2012,"Yvette Clarke (Democratic), Daniel Cavanagh (Republican), Vivia Morgan (Green)"
1136,"Congressional District 10 (113th Congress), New York",0.27961,2012,"Jerrold Nadler (Democratic), Michael Chan (Republican)"
1137,"Congressional District 11 (113th Congress), New York",0.28489,2012,"Michael Grimm (Republican), Mark Murphy (Democratic), Hank Bardel (Green)"
1138,"Congressional District 12 (113th Congress), New York",0.23675,2012,"Carolyn Maloney (Democratic), Christopher Wight (Republican)"
1139,"Congressional District 13 (113th Congress), New York",0.73814,2012,"Charles B. Rangel (Democratic), Craig Schley (Republican), Deborah Liatos (Socialist"
1140,"Congressional District 14 (113th Congress), New York",0.53733,2012,"Joseph Crowley (Democratic), William Gibbons (Republican), Tony Gronowicz (Green)"
1141,"Congressional District 15 (113th Congress), New York",0.84967,2012,"Jose Serrano (Democratic), Frank Della Valle (Republican)"
1142,"Congressional District 16 (113th Congress), New York",0.52416,2012,"Eliot Engel (Democratic), Joseph McLaughlin (Republican), Joseph Diaferia (Green)"
1143,"Congressional District 17 (113th Congress), New York",0.29644,2012,"Nita Lowey (Democratic), Joe Carvin (Republican), Francis Morganthaler (We"
1144,"Congressional District 18 (113th Congress), New York",0.20499,2012,"Sean Maloney (Democratic), Nan Hayworth (Republican)"
1145,"Congressional District 19 (113th Congress), New York",0.10636,2012,"Chris Gibson (Republican), Julian Schreibman (Democratic)"
1146,"Congressional District 20 (113th Congress), New York",0.18482,2012,"Paul Tonko (Democratic), Bob Dieterich (Republican)"
1147,"Congressional District 21 (113th Congress), New York",0.07687,2012,"Bill Owens (Democratic), Matt Doheny (Republican), Donald Hassig (Green)"
1148,"Congressional District 22 (113th Congress), New York",0.09505,2012,"Richard Hanna (Republican), Dan Lamb (Democratic)"
1149,"Congressional District 23 (113th Congress), New York",0.08033,2012,"Tom Reed (Republican), Nate Shinagawa (Democratic)"
1150,"Congressional District 24 (113th Congress), New York",0.14642,2012,"Dan Maffei (Democratic), Ann Marie Buerkle (Republican), Ursula Rozum (Green)"
1151,"Congressional District 25 (113th Congress), New York",0.24436,2012,"Louise Slaughter (Democratic), Maggie Brooks (Republican)"
1152,"Congressional District 26 (113th Congress), New York",0.26915,2012,"Brian Higgins (Democratic), Michael H. Madigan (Republican)"
1153,"Congressional District 27 (113th Congress), New York",0.06395,2012,"Chris Collins (Republican), Kathy Hochul (Democratic)"
1154,"Congressional District 1 (113th Congress), North Carolina",0.60864,2012,"G. K. Butterfield (Democratic), Pete DiLauro (Republican), Darryl Holloman (Libertarian)"
1155,"Congressional District 2 (113th Congress), North Carolina",0.27051,2012,"Renee Ellmers (Republican), Steve Wilkins (Democratic), Brian Irving (Libertarian)"
1156,"Congressional District 3 (113th Congress), North Carolina",0.25032,2012,"Walter B. Jones Jr. (Republican), Erik Anderson (Democratic)"
1157,"Congressional District 4 (113th Congress), North Carolina",0.45128,2012,"David Price (Democratic), Tim D'Annunzio (Republican)"
1158,"Congressional District 5 (113th Congress), North Carolina",0.1755,2012,"Virginia Foxx (Republican), Elisabeth Motsinger (Democratic)"
1159,"Congressional District 6 (113th Congress), North Carolina",0.22072,2012,"Howard Coble (Republican), Tony Foriest (Democratic)"
1160,"Congressional District 7 (113th Congress), North Carolina",0.25869,2012,"McIntyre (Democratic), David Rouzer (Republican)"
1161,"Congressional District 8 (113th Congress), North Carolina",0.30645,2012,"Richard Hudson (Republican), Larry Kissell (Democratic)"
1162,"Congressional District 9 (113th Congress), North Carolina",0.21175,2012,"Robert Pittenger (Republican), Jennifer Roberts (Democratic), Curtis Campbell (Libertarian)"
1163,"Congressional District 10 (113th Congress), North Carolina",0.1783,2012,"Patrick McHenry (Republican), Patsy Keever (Democratic)"
1164,"Congressional District 11 (113th Congress), North Carolina",0.09368,2012,"Mark Meadows (Republican), Hayden Rogers (Democratic)"
1165,"Congressional District 12 (113th Congress), North Carolina",0.62379,2012,"Mel Watt (Democratic), Jack Brosch (Republican)"
1166,"Congressional District 13 (113th Congress), North Carolina",0.25071,2012,"George Holding (Republican), Charles Malone (Democratic)"
1167,"Congressional District (at Large) (113th Congress), North Dakota",0.10496,2012,"Kevin Cramer (Republican), Pam Gulleson (Democratic), Eric Olson (Libertarian)"
1168,"Congressional District 1 (113th Congress), Ohio",0.27561,2012,"Steve Chabot (Republican), Jeff Sinnard (Democratic), Jim Berns (Libertarian), Rich Stevenson (Green)"
1169,"Congressional District 2 (113th Congress), Ohio",0.12339,2012,"Brad Wenstrup (Republican), William R. Smith (Democratic)"
1170,"Congressional District 3 (113th Congress), Ohio",0.42278,2012,"Joyce Beatty (Democratic), Chris Long (Republican), Richard Ehrbar (Libertarian)., Bob Fitrakis (Green)"
1171,"Congressional District 4 (113th Congress), Ohio",0.08825,2012,"Jim Jordan (Republican), James Slone (Democratic), Chris Calla (Libertarian)"
1172,"Congressional District 5 (113th Congress), Ohio",0.07588,2012,"Bob Latta (Republican), Angela Zimmann (Democratic), Eric Eberly (Libertarian)"
1173,"Congressional District 6 (113th Congress), Ohio",0.04497,2012,"Bill Johnson (Republican), Charlie Wilson (Democratic)"
1174,"Congressional District 7 (113th Congress), Ohio",0.0682,2012,"Bob Gibbs (Republican), Joyce R. Healy-Abrams (Democratic)"
1175,"Congressional District 8 (113th Congress), Ohio",0.10889,2012,John Boehner (Republican)
1176,"Congressional District 9 (113th Congress), Ohio",0.24568,2012,"Marcy Kaptur (Democratic), Samuel Wurzelbacher (Republican), Sean Stipe (Libertarian)"
1177,"Congressional District 10 (113th Congress), Ohio",0.22588,2012,"Mike Turner (Republican), Sharen Neuhardt (Democratic), David Harlow (Libertarian)"
1178,"Congressional District 11 (113th Congress), Ohio",0.59539,2012,Marcia Fudge (Democratic)
1179,"Congressional District 12 (113th Congress), Ohio",0.11005,2012,"Pat Tiberi (Republican), James Reese (Democratic)"
1180,"Congressional District 13 (113th Congress), Ohio",0.15741,2012,"Tim Ryan (Democratic), Marisha Agana (Republican)"
1181,"Congressional District 14 (113th Congress), Ohio",0.08641,2012,"David Joyce (Republican), Dale Virgil Blanchard (Democratic), Elaine Mastromatteo (Green), David Macko (Libertarian)"
1182,"Congressional District 15 (113th Congress), Ohio",0.08779,2012,"Steve Stivers (Republican), Pat Lang (Democratic)"
1183,"Congressional District 16 (113th Congress), Ohio",0.06255,2012,"Jim Renacci (Republican), Betty Sutton (Democratic)"
1184,"Congressional District 1 (113th Congress), Oklahoma",0.26745,2012,"Jim Bridenstine (Republican), John Olson (Democratic), Craig Allen (Independent)"
1185,"Congressional District 2 (113th Congress), Oklahoma",0.32487,2012,"Markwayne Mullin (Republican), Rob Wallace (Democratic), Michael Fulks (Independent)"
1186,"Congressional District 3 (113th Congress), Oklahoma",0.19975,2012,"Frank Lucas (Republican), Tim Murray (Democratic), William Sanders (Independent)"
1187,"Congressional District 4 (113th Congress), Oklahoma",0.22331,2012,"Tom Cole (Republican), Donna Bebo (Democratic), RJ Harris (Independent)"
1188,"Congressional District 5 (113th Congress), Oklahoma",0.30817,2012,"James Lankford (Republican), Tom Guild (Democratic), Pat Martin (Modern, Robert Murphy (Independent)"
1189,"Congressional District 1 (113th Congress), Oregon",0.19744,2012,"Suzanne Bonamici (Democratic), Delinda Morgan (Republican), Steven Reynolds (Libertarian), Robert Ekstrom (Constitution)"
1190,"Congressional District 2 (113th Congress), Oregon",0.09815,2012,"Greg Walden (Republican), Joyce Segers (Democratic), Joe Tabor (Libertarian)"
1191,"Congressional District 3 (113th Congress), Oregon",0.1974,2012,"Earl Blumenauer (Democratic), Ronald Green (Republican), Woodrow Broadnax (Progressive), Michael Cline (Libertarian)"
1192,"Congressional District 4 (113th Congress), Oregon",0.10129,2012,"Peter DeFazio (Democratic), Arthur B. Robinson (Republican), Chuck Huntting (Libertarian)"
1193,"Congressional District 5 (113th Congress), Oregon",0.14443,2012,"Kurt Schrader (Democratic), Fred Thompson (Republican), Christina Lugo (Pacific, Raymond Baldwin (Constitution)"
1194,"Congressional District 1 (113th Congress), Pennsylvania",0.51659,2012,"Bob Brady (Democratic), John Featherman (Republican)"
1195,"Congressional District 2 (113th Congress), Pennsylvania",0.69404,2012,"Chaka Fattah (Democratic), Robert Allen Mansfield (Republican), James Foster (Independent)"
1196,"Congressional District 3 (113th Congress), Pennsylvania",0.08124,2012,"Mike Kelly (Republican), Missa Eaton (Democratic), Steven Porter (Independent)"
1197,"Congressional District 4 (113th Congress), Pennsylvania",0.14284,2012,"Scott Perry (Republican), Harry Perkinson (Democratic), Wayne Wolf (Independent), Mike Koffenberger (Libertarian)"
1198,"Congressional District 5 (113th Congress), Pennsylvania",0.06157,2012,"Glenn Thompson (Republican), Charles Dumas (Democratic)"
1199,"Congressional District 6 (113th Congress), Pennsylvania",0.11764,2012,"Jim Gerlach (Republican), Manan Trivedi (Democratic)"
1200,"Congressional District 7 (113th Congress), Pennsylvania",0.11809,2012,"Pat Meehan (Republican), George Badey (Democratic)"
1201,"Congressional District 8 (113th Congress), Pennsylvania",0.10897,2012,"Mike Fitzpatrick (Republican), Kathy Boockvar (Democratic)"
1202,"Congressional District 9 (113th Congress), Pennsylvania",0.05597,2012,"Bill Shuster (Republican), Karen Ramsburg (Democratic)"
1203,"Congressional District 10 (113th Congress), Pennsylvania",0.06234,2012,"Tom Marino (Republican), Phil Scollo (Democratic)"
1204,"Congressional District 11 (113th Congress), Pennsylvania",0.10377,2012,"Lou Barletta (Republican), Gene Stilp (Democratic)"
1205,"Congressional District 12 (113th Congress), Pennsylvania",0.06661,2012,"Keith Rothfus (Republican), Mark Critz (Democratic)"
1206,"Congressional District 13 (113th Congress), Pennsylvania",0.34507,2012,"Allyson Schwartz (Democratic), Joe Rooney (Republican)"
1207,"Congressional District 14 (113th Congress), Pennsylvania",0.27523,2012,"Mike Doyle (Democratic), Hans Lessmann (Republican)"
1208,"Congressional District 15 (113th Congress), Pennsylvania",0.14762,2012,"Charlie Dent (Republican), Rick Daugherty (Democratic)"
1209,"Congressional District 16 (113th Congress), Pennsylvania",0.16834,2012,"Joe Pitts (Republican), Aryanna Strader (Democratic), John Murphy (Independent), James Bednarski (Independent)"
1210,"Congressional District 17 (113th Congress), Pennsylvania",0.11659,2012,"Matt Cartwright (Democratic), Laureen Cummings (Republican)"
1211,"Congressional District 18 (113th Congress), Pennsylvania",0.06192,2012,"Tim Murphy (Republican), Larry Maggi (Democratic)"
1212,"Congressional District 1 (113th Congress), Rhode Island",0.21152,2012,"David Cicilline (Democratic), Brendan Doherty (Republican), David S. Vogel (Independent)"
1213,"Congressional District 2 (113th Congress), Rhode Island",0.1539,2012,"Jim Langevin (Democratic), Michael Riley (Republican), Abel Collins (Independent)"
1214,"Congressional District 1 (113th Congress), South Carolina",0.26681,2012,"Tim Scott (Republican), Bobbie Rose (Democratic/Working, Keith Blandford (Libertarian)"
1215,"Congressional District 2 (113th Congress), South Carolina",0.29255,2012,Joe Wilson (Republican)
1216,"Congressional District 3 (113th Congress), South Carolina",0.22648,2012,"Jeff Duncan (Republican), Brian Doyle (Democratic)"
1217,"Congressional District 4 (113th Congress), South Carolina",0.25625,2012,"Trey Gowdy (Republican), Deb Morrow (Democratic/Working, Jeff Sumerel (Green)"
1218,"Congressional District 5 (113th Congress), South Carolina",0.31491,2012,"Mick Mulvaney (Republican), Joyce Knott (Democratic/Working"
1219,"Congressional District 6 (113th Congress), South Carolina",0.61366,2012,"Jim Clyburn (Democratic), Nammu Muhammad (Green)"
1220,"Congressional District 7 (113th Congress), South Carolina",0.34149,2012,"Tom Rice (Republican), Gloria Bromell Tinubu (Democratic/Working"
1221,"Congressional District (at Large) (113th Congress), South Dakota",0.14615,2012,"Kristi Noem (Republican), Matt Varilek (Democratic)"
1222,"Congressional District 1 (113th Congress), Tennessee",0.05363,2012,"Phil Roe (Republican), Alan Woodruff (Democratic), Karen Brackett (Independent)"
1223,"Congressional District 2 (113th Congress), Tennessee",0.10727,2012,"Jimmy Duncan (Republican), Troy Goodale (Democratic), Greg Samples (Independent)"
1224,"Congressional District 3 (113th Congress), Tennessee",0.14755,2012,"Chuck Fleischmann (Republican), Mary Headrick (Democratic), Matthew Deniston (Independent)"
1225,"Congressional District 4 (113th Congress), Tennessee",0.13172,2012,"Scott DesJarlais (Republican), Eric Stewart (Democratic)"
1226,"Congressional District 5 (113th Congress), Tennessee",0.3515,2012,"Jim Cooper (Democratic), Brad Staats (Republican), John Miglietta (Green)"
1227,"Congressional District 6 (113th Congress), Tennessee",0.08058,2012,"Diane Black (Republican), Robert Beasley (Independent), Pat Riley (Green)"
1228,"Congressional District 7 (113th Congress), Tennessee",0.15629,2012,"Marsha Blackburn (Republican), Credo Amouzouvik (Democratic), Howard Switzer (Green), Jack Arnold (Independent), William Akin (Independent), Lenny Ladner (Independent)"
1229,"Congressional District 8 (113th Congress), Tennessee",0.23149,2012,"Stephen Fincher (Republican), Timothy Dixon (Democratic), James Hart (Independent), Mark Rawles (Independent)"
1230,"Congressional District 9 (113th Congress), Tennessee",0.71738,2012,"Steve Cohen (Democratic), George Flinn (Republican), Brian Saulsberry (Independent), Gregory Joiner (Independent)"
1231,"Congressional District 1 (113th Congress), Texas",0.23238,2012,"Louie Gohmert (Republican), Shirley McKellar (Democratic), Clark Patterson (Libertarian)"
1232,"Congressional District 2 (113th Congress), Texas",0.27187,2012,"Ted Poe (Republican), Jim Dougherty (Democratic), Kenneth Duncan (Libertarian), Mark A. Roberts (Green)"
1233,"Congressional District 3 (113th Congress), Texas",0.27505,2012,Sam Johnson (Republican)
1234,"Congressional District 4 (113th Congress), Texas",0.17693,2012,"Ralph Hall (Republican), VaLinda Hathcox (Democratic), Thomas Griffing (Libertarian)"
1235,"Congressional District 5 (113th Congress), Texas",0.24514,2012,"Jeb Hensarling (Republican), Linda S. Mrosko (Democratic), Ken Ashby (Libertarian)"
