Year,District,Candidate,Incumbent
2014,New York 18,Nan Hayworth,FALSE
2014,New York 18,Scott Smith,FALSE
2014,New York 19,Chris Gibson,TRUE
2014,New York 19,Sean Eldridge,FALSE
2014,New York 20,Paul Tonko,TRUE
2014,New York 20,Jim Fischer,FALSE
2014,New York 21,Elise Stefanik,FALSE
2014,New York 21,Aaron Woolf,FALSE
2014,New York 21,Matt Funiciello,FALSE
2014,New York 22,Richard Hanna,TRUE
2014,New York 23,Tom Reed,TRUE
2014,New York 23,Martha Robertson,FALSE
2014,New York 24,John Katko,FALSE
2014,New York 24,Dan Maffei,TRUE
2014,New York 25,Louise Slaughter,TRUE
2014,New York 25,Mark Assini,FALSE
2014,New York 26,Brian Higgins,TRUE
2014,New York 26,Kathy Weppner,FALSE
2014,New York 27,Chris Collins,TRUE
2014,New York 27,Jim O'Donnell,FALSE
2014,North Carolina 1,G. K. Butterfield,TRUE
2014,North Carolina 1,Arthur Rich,FALSE
2014,North Carolina 2,Renee Ellmers,TRUE
2014,North Carolina 2,Clay Aiken,FALSE
2014,North Carolina 3,Walter B. Jones Jr.,TRUE
2014,North Carolina 3,Marshall Adame,FALSE
2014,North Carolina 4,David Price,TRUE
2014,North Carolina 4,Paul M. Wright,FALSE
2014,North Carolina 5,Virginia Foxx,TRUE
2014,North Carolina 5,Josh Brannon,FALSE
2014,North Carolina 6,Mark Walker,FALSE
2014,North Carolina 6,Laura Fjeld,FALSE
2014,North Carolina 7,David Rouzer,FALSE
2014,North Carolina 7,Jonathan Barfield,FALSE
2014,North Carolina 7,J. Wesley Casteen,FALSE
2014,North Carolina 8,Richard Hudson,TRUE
2014,North Carolina 8,Antonio Blue,FALSE
2014,North Carolina 9,Robert Pittenger,TRUE
2014,North Carolina 10,Patrick T. McHenry,TRUE
2014,North Carolina 10,Tate MacQueen,FALSE
2014,North Carolina 11,Mark Meadows,TRUE
2014,North Carolina 11,Thomas Waddell Hill,FALSE
2014,North Carolina 12,Alma Adams,TRUE
2014,North Carolina 12,Vince Coakley,FALSE
2014,North Carolina 13,George Holding,TRUE
2014,North Carolina 13,Brenda Cleary,FALSE
2014,North Dakota at-large,Kevin Cramer,TRUE
2014,North Dakota at-large,George B. Sinner,FALSE
2014,North Dakota at-large,Jack Seaman,FALSE
2014,Ohio 1,Steve Chabot,TRUE
2014,Ohio 1,Fred Kundrata,FALSE
2014,Ohio 2,Brad Wenstrup,TRUE
2014,Ohio 2,Marek Tyszkiewicz,FALSE
2014,Ohio 3,Joyce Beatty,TRUE
2014,Ohio 3,John Adams,FALSE
2014,Ohio 4,Jim Jordan,TRUE
2014,Ohio 4,Janet Garrett,FALSE
2014,Ohio 5,Bob Latta,TRUE
2014,Ohio 5,Robert Fry,FALSE
2014,Ohio 5,Eric Eberly,FALSE
2014,Ohio 6,Bill Johnson,TRUE
2014,Ohio 6,Jennifer Garrison,FALSE
2014,Ohio 6,Dennis Lambert,FALSE
2014,Ohio 7,Bob Gibbs,TRUE
2014,Ohio 8,John Boehner,TRUE
2014,Ohio 8,Tom Poetter,FALSE
2014,Ohio 8,Jim Condit Jr.,FALSE
2014,Ohio 9,Marcy Kaptur,TRUE
2014,Ohio 9,Richard May,FALSE
2014,Ohio 10,Mike Turner,TRUE
2014,Ohio 10,Robert Klepinger,FALSE
2014,Ohio 10,David Harlow,FALSE
2014,Ohio 11,Marcia Fudge,TRUE
2014,Ohio 11,Mark Zetzer,FALSE
2014,Ohio 12,Pat Tiberi,TRUE
2014,Ohio 12,David Tibbs,FALSE
2014,Ohio 12,Bob Hart,FALSE
2014,Ohio 13,Tim Ryan,TRUE
2014,Ohio 13,Thomas Pekarek,FALSE
2014,Ohio 14,David Joyce,TRUE
2014,Ohio 14,Michael Wager,FALSE
2014,Ohio 14,David Macko,FALSE
2014,Ohio 15,Steve Stivers,TRUE
2014,Ohio 15,Scott Wharton,FALSE
2014,Ohio 16,Jim Renacci,TRUE
2014,Ohio 16,Pete Crossland,FALSE
2014,Oklahoma 1,Jim Bridenstine,TRUE
2014,Oklahoma 2,Markwayne Mullin,TRUE
2014,Oklahoma 2,Earl Everett,FALSE
2014,Oklahoma 2,Jon Douthitt,FALSE
2014,Oklahoma 3,Frank Lucas,TRUE
2014,Oklahoma 3,Frankie Robbins,FALSE
2014,Oklahoma 4,Tom Cole,TRUE
2014,Oklahoma 4,Bert Smith,FALSE
2014,Oklahoma 4,Dennis Johnson,FALSE
2014,Oklahoma 5,Steve Russell,FALSE
2014,Oklahoma 5,Al McAffrey,FALSE
2014,Oklahoma 5,Robert Murphy,FALSE
2014,Oklahoma 5,Tom Boggs,FALSE
2014,Oklahoma 5,Buddy Ray,FALSE
2014,Oregon 1,Suzanne Bonamici,TRUE
2014,Oregon 1,Jason Yates,FALSE
2014,Oregon 1,James Foster,FALSE
2014,Oregon 1,Steven Reynolds,FALSE
2014,Oregon 2,Greg Walden,TRUE
2014,Oregon 2,Aelea Cristofferson,FALSE
2014,Oregon 2,Sharon Durbin,FALSE
2014,Oregon 3,Earl Blumenauer,TRUE
2014,Oregon 3,James Buchal,FALSE
2014,Oregon 3,Michael Meo,FALSE
2014,Oregon 3,Jeffrey Langan,FALSE
2014,Oregon 4,Peter DeFazio,TRUE
2014,Oregon 4,Art Robinson,FALSE
2014,Oregon 4,Mike Beilstein,FALSE
2014,Oregon 4,David Chester,FALSE
2014,Oregon 5,Kurt Schrader,TRUE
2014,Oregon 5,Tootie Smith,FALSE
2014,Oregon 5,Marvin Sannes,FALSE
2014,Oregon 5,Raymond Baldwin,FALSE
2014,Oregon 5,Daniel Souza,FALSE
2014,Pennsylvania 1,Bob Brady,FALSE
2014,Pennsylvania 1,Megan Rath,FALSE
2014,Pennsylvania 2,Chaka Fattah,TRUE
2014,Pennsylvania 2,Armond James,FALSE
2014,Pennsylvania 3,Mike Kelly,TRUE
2014,Pennsylvania 3,Dan LaVallee,FALSE
2014,Pennsylvania 4,Scott Perry,TRUE
2014,Pennsylvania 4,Linda D. Thompson,FALSE
2014,Pennsylvania 5,Glenn Thompson,TRUE
2014,Pennsylvania 5,Kerith Strano Taylor,FALSE
2014,Pennsylvania 6,Ryan Costello,FALSE
2014,Pennsylvania 6,Manan Trivedi,FALSE
2014,Pennsylvania 7,Pat Meehan,TRUE
2014,Pennsylvania 7,Mary Ellen Balchunis,FALSE
2014,Pennsylvania 8,Mike Fitzpatrick,TRUE
2014,Pennsylvania 8,Kevin Strouse,FALSE
2014,Pennsylvania 9,Bill Shuster,TRUE
2014,Pennsylvania 9,Alanna Hartzok,FALSE
2014,Pennsylvania 10,Tom Marino,TRUE
2014,Pennsylvania 10,Scott Brion,FALSE
2014,Pennsylvania 10,Nick Troiano,FALSE
2014,Pennsylvania 11,Lou Barletta,TRUE
2014,Pennsylvania 11,Andy Ostrowski,FALSE
2014,Pennsylvania 12,Keith Rothfus,TRUE
2014,Pennsylvania 12,Erin McClelland,FALSE
2014,Pennsylvania 13,Brendan Boyle,FALSE
2014,Pennsylvania 13,Dee Adcock,FALSE
2014,Pennsylvania 14,Mike Doyle,TRUE
2014,Pennsylvania 15,Charlie Dent,TRUE
2014,Pennsylvania 16,Joe Pitts,TRUE
2014,Pennsylvania 16,Tom Houghton,FALSE
2014,Pennsylvania 17,Matt Cartwright,TRUE
2014,Pennsylvania 17,David Moylan,FALSE
2014,Pennsylvania 18,Tim Murphy,TRUE
2014,Rhode Island 1,David Cicilline,TRUE
2014,Rhode Island 1,Cormick Lynch,FALSE
2014,Rhode Island 2,James Langevin,TRUE
2014,Rhode Island 2,Rhue Reis,FALSE
2014,South Carolina 1,Mark Sanford,TRUE
2014,South Carolina 2,Joe Wilson,TRUE
2014,South Carolina 2,Phil Black,FALSE
2014,South Carolina 2,Harold Geddings III,FALSE
2014,South Carolina 3,Jeff Duncan,TRUE
2014,South Carolina 3,Barbara Jo Mullis,FALSE
2014,South Carolina 4,Trey Gowdy,TRUE
2014,South Carolina 4,Curtis McLaughlin,FALSE
2014,South Carolina 5,Mick Mulvaney,TRUE
2014,South Carolina 5,Tom Adams,FALSE
2014,South Carolina 6,Jim Clyburn,TRUE
2014,South Carolina 6,Anthony Culler,FALSE
2014,South Carolina 6,Kevin Umbaugh,FALSE
2014,South Carolina 7,Tom Rice,TRUE
2014,South Carolina 7,Gloria Tinubu,FALSE
2014,South Dakota at-large,Kristi Noem,TRUE
2014,South Dakota at-large,Corinna Robinson,FALSE
2014,Tennessee 1,Phil Roe,TRUE
2014,Tennessee 1,Bob Smith,FALSE
2014,Tennessee 1,Robert Franklin,FALSE
2014,Tennessee 1,Michael Salyer,FALSE
2014,Tennessee 2,Jimmy Duncan,TRUE
2014,Tennessee 2,Bob Scott,FALSE
2014,Tennessee 2,Casey Gouge,FALSE
2014,Tennessee 2,Norris Dryer,FALSE
2014,Tennessee 3,Chuck Fleischmann,TRUE
2014,Tennessee 3,Mary Headrick,FALSE
2014,Tennessee 3,Cassandra Mitchell,FALSE
2014,Tennessee 4,Scott DesJarlais,TRUE
2014,Tennessee 4,Lenda Sherrell,FALSE
2014,Tennessee 4,Robert Doggart,FALSE
2014,Tennessee 5,Jim Cooper,TRUE
2014,Tennessee 5,Bob Ries,FALSE
2014,Tennessee 5,Paul Deakin,FALSE
2014,Tennessee 6,Diane Black,TRUE
2014,Tennessee 6,Amos Powers,FALSE
2014,Tennessee 6,Mike Winton,FALSE
2014,Tennessee 7,Marsha Blackburn,TRUE
2014,Tennessee 7,Dan Cramer,FALSE
2014,Tennessee 7,Lenny Ladner,FALSE
2014,Tennessee 8,Stephen Fincher,TRUE
2014,Tennessee 8,Wes Bradley,FALSE
2014,Tennessee 8,Mark Rawles,FALSE
2014,Tennessee 8,James Hart,FALSE
2014,Tennessee 9,Steve Cohen,TRUE
2014,Tennessee 9,Charlotte Bergmann,FALSE
2014,Tennessee 9,Floyd Alberson,FALSE
2014,Tennessee 9,Paul Cook,FALSE
2014,Tennessee 9,Herbert Bass,FALSE
2014,Texas 1,Louie Gohmert,TRUE
2014,Texas 1,Shirley McKellar,FALSE
2014,Texas 2,Ted Poe,TRUE
2014,Texas 2,Niko Letsos,FALSE
2014,Texas 2,James Veasaw,FALSE
2014,Texas 2,Mark Roberts,FALSE
2014,Texas 3,Sam Johnson,TRUE
2014,Texas 3,Paul Blair,FALSE
2014,Texas 4,John Ratcliffe,FALSE
2014,Texas 5,Jeb Hensarling,TRUE
2014,Texas 5,Ken Ashby,FALSE
2014,Texas 6,Joe Barton,TRUE
2014,Texas 6,David Cozad,FALSE
2014,Texas 6,Hugh Chauvin,FALSE
2014,Texas 7,John Culberson,TRUE
2014,Texas 7,James Cargas,FALSE
2014,Texas 7,Gerald Fowler,FALSE
2014,Texas 8,Kevin Brady,TRUE
2014,Texas 8,Ken Petty,FALSE
2014,Texas 9,Al Green,TRUE
2014,Texas 9,Johnny Johnson,FALSE
2014,Texas 10,Michael McCaul,TRUE
2014,Texas 10,Tawana Walter-Cadien,FALSE
2014,Texas 10,Bill Kelsey,FALSE
2014,Texas 11,Mike Conaway,TRUE
2014,Texas 11,Ryan Lange,FALSE
2014,Texas 12,Kay Granger,TRUE
2014,Texas 12,Mark Greene,FALSE
2014,Texas 12,Ed Colliver,FALSE
2014,Texas 13,Mac Thornberry,TRUE
2014,Texas 13,Mike Minter,FALSE
2014,Texas 13,Emily Pivoda,FALSE
2014,Texas 13,Don Cook,FALSE
2014,Texas 14,Randy Weber,TRUE
2014,Texas 14,Donald Brown,FALSE
2014,Texas 14,John Wieder,FALSE
2014,Texas 15,Ruben Hinojosa,TRUE
2014,Texas 15,Eddie Zamora,FALSE
2014,Texas 15,Johnny Partain,FALSE
2014,Texas 16,Beto O'Rourke,TRUE
2014,Texas 16,Corey Roen,FALSE
2014,Texas 16,Jaime Perez,FALSE
2014,Texas 17,Bill Flores,TRUE
2014,Texas 17,Nick Haynes,FALSE
2014,Texas 17,Shawn Hamilton,FALSE
2014,Texas 18,Sheila Jackson Lee,TRUE
2014,Texas 18,Sean Siebert,FALSE
2014,Texas 18,Vince Duncan,FALSE
2014,Texas 18,Remington Alessi,FALSE
2014,Texas 19,Randy Neugebauer,TRUE
2014,Texas 19,Neal Marchbanks,FALSE
2014,Texas 19,Chip Peterson,FALSE
2014,Texas 20,Joaquin Castro,TRUE
2014,Texas 20,Jeffrey Blunt,FALSE
2014,Texas 21,Lamar Smith,TRUE
2014,Texas 21,Antonio Diaz,FALSE
2014,Texas 21,Ryan Shields,FALSE
2014,Texas 22,Pete Olson,TRUE
2014,Texas 22,Frank Briscoe,FALSE
2014,Texas 22,Rob Lapham,FALSE
2014,Texas 23,Will Hurd,FALSE
2014,Texas 23,Pete Gallego,TRUE
2014,Texas 23,Ruben Corvalan,FALSE
2014,Texas 24,Kenny Marchant,TRUE
2014,Texas 24,Patrick McGehearty,FALSE
2014,Texas 24,Mike Kolls,FALSE
2014,Texas 25,Roger Williams,TRUE
2014,Texas 25,Marco Montoya,FALSE
2014,Texas 25,John Betz,FALSE
2014,Texas 26,Michael Burgess,TRUE
2014,Texas 26,Mark Boler,FALSE
2014,Texas 27,Blake Farenthold,TRUE
2014,Texas 27,Wesley Reed,FALSE
2014,Texas 27,Roxanne Simonson,FALSE
2014,Texas 28,Henry Cuellar,TRUE
2014,Texas 28,Will Aikens,FALSE
2014,Texas 28,Michael Cary,FALSE
2014,Texas 29,Gene Green,TRUE
2014,Texas 29,James Stanczak,FALSE
2014,Texas 30,Eddie Bernice Johnson,TRUE
2014,Texas 30,Max Koch,FALSE
2014,Texas 30,Eric Williams,FALSE
2014,Texas 31,John Carter,TRUE
2014,Texas 31,Louie Minor,FALSE
2014,Texas 31,Scott Ballard,FALSE
2014,Texas 32,Pete Sessions,TRUE
2014,Texas 32,Frank Perez,FALSE
2014,Texas 32,Edward Rankin,FALSE
2014,Texas 33,Marc Veasey,TRUE
2014,Texas 33,Jason Reeves,FALSE
2014,Texas 34,Filemon Vela Jr.,TRUE
2014,Texas 34,Larry Smith,FALSE
2014,Texas 34,Ryan Rowley,FALSE
2014,Texas 35,Lloyd Doggett,TRUE
2014,Texas 35,Susan Narvaiz,FALSE
2014,Texas 35,Cory Bruner,FALSE
2014,Texas 35,Kat Swift,FALSE
2014,Texas 36,Brian Babin,FALSE
2014,Texas 36,Michael Cole,FALSE
2014,Texas 36,Rodney Veach,FALSE
2014,Texas 36,Hal Ridley,FALSE
2014,Utah 1,Rob Bishop,TRUE
2014,Utah 1,Donna McAleer,FALSE
2014,Utah 1,Craig Bowden,FALSE
2014,Utah 1,Dwayne Vance,FALSE
2014,Utah 2,Chris Stewart,TRUE
2014,Utah 2,Luz Robles,FALSE
2014,Utah 2,Shaun McCausland,FALSE
2014,Utah 2,Wayne Hill,FALSE
2014,Utah 2,Bill Barron,FALSE
2014,Utah 3,Jason Chaffetz,TRUE
2014,Utah 3,Brian Wonnacott,FALSE
2014,Utah 3,Zack Strong,FALSE
2014,Utah 3,Stephen Tryon,FALSE
2014,Utah 3,Ben Mates,FALSE
2014,Utah 4,Mia Love,FALSE
2014,Utah 4,Doug Owens,FALSE
2014,Utah 4,Tim Aalders,FALSE
2014,Utah 4,Jim Vein,FALSE
2014,Utah 4,Collin Simonsen,FALSE
2014,Vermont at-large,Peter Welch,TRUE
2014,Vermont at-large,Mark Donka,FALSE
2014,Vermont at-large,Cris Ericson,FALSE
2014,Vermont at-large,Matthew Andrews,FALSE
2014,Vermont at-large,Jerry Trudell,FALSE
2014,Vermont at-large,Randall Meyer,FALSE
2014,Virginia 1,Rob Wittman,TRUE
2014,Virginia 1,Norm Mosher,FALSE
2014,Virginia 1,Gail Parker,FALSE
2014,Virginia 2,Scott Rigell,TRUE
2014,Virginia 2,Suzanne Patrick,FALSE
2014,Virginia 3,Bobby Scott,TRUE
2014,Virginia 4,Randy Forbes,TRUE
2014,Virginia 4,Elliott Fausz,FALSE
2014,Virginia 4,Bo Brown,FALSE
2014,Virginia 5,Robert Hurt,TRUE
2014,Virginia 5,Lawrence Gaughan,FALSE
2014,Virginia 5,Paul Jones,FALSE
2014,Virginia 5,Kenneth Hildebrandt,FALSE
2014,Virginia 6,Bob Goodlatte,TRUE
2014,Virginia 6,William Hammer,FALSE
2014,Virginia 6,Elaine Hildebrandt,FALSE
2014,Virginia 7,Dave Brat,FALSE
2014,Virginia 7,Jack Trammell,FALSE
2014,Virginia 7,James Carr,FALSE
2014,Virginia 8,Don Beyer,FALSE
2014,Virginia 8,Micah Edmond,FALSE
2014,Virginia 8,Gwendolyn Beck,FALSE
2014,Virginia 8,Jeffrey Carson,FALSE
2014,Virginia 8,Gerard Blais,FALSE
2014,Virginia 9,Morgan Griffith,TRUE
2014,Virginia 9,William Carr,FALSE
2014,Virginia 10,Barbara Comstock,FALSE
2014,Virginia 10,John Foust,FALSE
2014,Virginia 10,Bill Redpath,FALSE
2014,Virginia 10,Brad Eickholt,FALSE
2014,Virginia 10,Dianne Blais,FALSE
2014,Virginia 11,Gerry Connolly,TRUE
2014,Virginia 11,Suzanne Scholte,FALSE
2014,Virginia 11,Marc Harrold,FALSE
2014,Virginia 11,Joe Galdo,FALSE
2014,Washington 1,Suzan DelBene,TRUE
2014,Washington 1,Pedro Celis,FALSE
2014,Washington 2,Rick Larsen,TRUE
2014,Washington 2,B.J. Guillot,FALSE
2014,Washington 3,Jaime Herrera Beutler,TRUE
2014,Washington 3,Bob Dingethal,FALSE
2014,Washington 4,Dan Newhouse,FALSE
2014,Washington 4,Clint Didier,FALSE
2014,Washington 5,Cathy McMorris Rodgers,TRUE
2014,Washington 5,Joe Pakootas,FALSE
2014,Washington 6,Derek Kilmer,TRUE
2014,Washington 6,Marty McClendon,FALSE
2014,Washington 7,Jim McDermott,TRUE
2014,Washington 7,Craig Keller,FALSE
2014,Washington 8,Dave Reichert,TRUE
2014,Washington 8,Jason Ritchie,FALSE
2014,Washington 9,Adam Smith,TRUE
2014,Washington 9,Doug Basler,FALSE
2014,Washington 10,Denny Heck,TRUE
2014,Washington 10,Joyce McDonald,FALSE
2014,West Virginia 1,David McKinley,TRUE
2014,West Virginia 1,Glen Gainer III,FALSE
2014,West Virginia 2,Alex X. Mooney,FALSE
2014,West Virginia 2,Nick Casey,FALSE
2014,West Virginia 2,Davy Jones,FALSE
2014,West Virginia 2,Ed Rabel,FALSE
2014,West Virginia 3,Evan Jenkins,FALSE
2014,West Virginia 3,Nick Rahall,TRUE
2014,Wisconsin 1,Paul Ryan,TRUE
2014,Wisconsin 1,Rob Zerban,FALSE
2014,Wisconsin 2,Mark Pocan,TRUE
2014,Wisconsin 2,Peter Theron,FALSE
2014,Wisconsin 3,Ron Kind,TRUE
2014,Wisconsin 3,Tony Kurtz,FALSE
2014,Wisconsin 4,Gwen Moore,TRUE
2014,Wisconsin 4,Dan Sebring,FALSE
2014,Wisconsin 4,Robert Raymond,FALSE
2014,Wisconsin 5,Jim Sensenbrenner,TRUE
2014,Wisconsin 5,Chris Rockwood,FALSE
2014,Wisconsin 6,Glenn Grothman,FALSE
2014,Wisconsin 6,Mark Harris,FALSE
2014,Wisconsin 6,Gus Fahrendorf,FALSE
2014,Wisconsin 7,Sean Duffy,TRUE
2014,Wisconsin 7,Kelly Westlund,FALSE
2014,Wisconsin 7,Lawrence Dale,FALSE
2014,Wisconsin 8,Reid Ribble,TRUE
2014,Wisconsin 8,Ron Gruett,FALSE
2014,Wyoming at-large,Cynthia Lummis,TRUE
2014,Wyoming at-large,Richard Grayson,FALSE
2014,Wyoming at-large,Richard Brubaker,FALSE
2014,Wyoming at-large,Daniel Cummings,FALSE
2012,Alabama 1,Jo Bonner,TRUE
2012,Alabama 2,Martha Roby,TRUE
2012,Alabama 2,Therese Ford,FALSE
2012,Alabama 3,Mike Rogers,TRUE
2012,Alabama 3,John Andrew Harris,FALSE
2012,Alabama 4,Robert Aderholt,TRUE
2012,Alabama 4,Daniel Boman,FALSE
2012,Alabama 5,Mo Brooks,TRUE
2012,Alabama 5,Charlie Holley,FALSE
2012,Alabama 6,Spencer Bachus,TRUE
2012,Alabama 6,Penny Bailey,FALSE
2012,Alabama 7,Terri Sewell,TRUE
2012,Alabama 7,Don Chamberlain,FALSE
2012,Alaska at-large,Don Young,TRUE
2012,Alaska at-large,Sharon Cissna,FALSE
2012,Alaska at-large,Jim McDermott,FALSE
2012,Alaska at-large,Ted Gianoutsos,FALSE
2012,Arizona 1,Ann Kirkpatrick,TRUE
2012,Arizona 1,Jonathan Paton,FALSE
2012,Arizona 1,Kim Allen,FALSE
2012,Arizona 2,Ron Barber,TRUE
2012,Arizona 2,Martha McSally,FALSE
2012,Arizona 2,Anthony Powell,FALSE
2012,Arizona 3,RaÃºl Grijalva,TRUE
2012,Arizona 3,Gabriela Saucedo Mercer,FALSE
2012,Arizona 3,Blanca Guerra,FALSE
2012,Arizona 4,Paul Gosar,TRUE
2012,Arizona 4,Johnnie Robinson,FALSE
2012,Arizona 4,Joe Pamelia,FALSE
2012,Arizona 4,Richard Grayson,FALSE
2012,Arizona 5,Matt Salmon,FALSE
2012,Arizona 5,Spencer Morgan,FALSE
2012,Arizona 6,David Schweikert,FALSE
2012,Arizona 6,Matt Jette,FALSE
2012,Arizona 6,Jack Anderson,FALSE
2012,Arizona 6,M. Salazar,FALSE
2012,Arizona 7,Ed Pastor,TRUE
2012,Arizona 8,Trent Franks,TRUE
2012,Arizona 8,Gene Scharer,FALSE
2012,Arizona 8,Stephen Dolgos,FALSE
2012,Arizona 9,Kyrsten Sinema,TRUE
2012,Arizona 9,Vernon Parker,FALSE
2012,Arizona 9,Powell Gammill,FALSE
2012,Arkansas 1,Rick Crawford,TRUE
2012,Arkansas 1,Scott Ellington,FALSE
2012,Arkansas 1,Jessica Paxton,FALSE
2012,Arkansas 1,Jacob Holloway,FALSE
2012,Arkansas 2,Timothy Griffin,TRUE
2012,Arkansas 2,Herb Rule,FALSE
2012,Arkansas 2,Barbara Ward,FALSE
2012,Arkansas 2,Chris Hayes,FALSE
2012,Arkansas 3,Steve Womack,TRUE
2012,Arkansas 3,Rebekah Kennedy,FALSE
2012,Arkansas 3,David Pangrac,FALSE
2012,Arkansas 4,Tom Cotton,FALSE
2012,Arkansas 4,Gene Jeffress,FALSE
2012,Arkansas 4,Josh Drake,FALSE
2012,Arkansas 4,Bobby Tullis,FALSE
2012,California 1,Doug LaMalfa,FALSE
2012,California 1,Jim Reed,FALSE
2012,California 2,Jared Huffman,FALSE
2012,California 2,Daniel Roberts,FALSE
2012,California 3,John Garamendi,TRUE
2012,California 3,Kim Vann,FALSE
2012,California 4,Tom McClintock,TRUE
2012,California 4,Jack Uppal,FALSE
2012,California 5,Mike Thompson,TRUE
2012,California 5,Randy Loftin,FALSE
2012,California 6,Doris Matsui,TRUE
2012,California 6,"Joseph McCray, Sr.",FALSE
2012,California 7,Ami Bera,FALSE
2012,California 7,Dan Lungren,TRUE
2012,California 8,Paul Cook,FALSE
2012,California 8,Gregg Imus,FALSE
2012,California 9,Jerry McNerney,TRUE
2012,California 9,Ricky Gill,FALSE
2012,California 10,Jeff Denham,TRUE
2012,California 10,JosÃ© HernÃ¡ndez,FALSE
2012,California 11,George Miller,TRUE
2012,California 11,Virginia Fuller,FALSE
2012,California 12,Nancy Pelosi,TRUE
2012,California 12,John Dennis,FALSE
2012,California 13,Barbara Lee,TRUE
2012,California 13,Marilyn M. Singleton,FALSE
2012,California 14,Jackie Speier,TRUE
2012,California 14,Deborah Bacigalupi,FALSE
2012,California 15,Eric Swalwell,FALSE
2012,California 15,Pete Stark,TRUE
2012,California 16,Jim Costa,FALSE
2012,California 16,Brian Whelan,FALSE
2012,California 17,Mike Honda,TRUE
2012,California 17,Evelyn Li,FALSE
2012,California 18,Anna Eshoo,TRUE
2012,California 18,Dave Chapman,FALSE
2012,California 19,Zoe Lofgren,TRUE
2012,California 19,Robert Murray,FALSE
2012,California 20,Sam Farr,TRUE
2012,California 20,Jeff Taylor,FALSE
2012,California 21,David Valadao,TRUE
2012,California 21,John Hernandez,FALSE
2012,California 22,Devin Nunes,TRUE
2012,California 22,Otto Lee,FALSE
2012,California 23,Kevin McCarthy,TRUE
2012,California 23,Terry Phillips,FALSE
2012,California 24,Lois Capps,TRUE
2012,California 24,Abel Maldonado,FALSE
2012,California 25,Howard McKeon,TRUE
2012,California 25,Lee Rogers,FALSE
2012,California 26,Julia Brownley,FALSE
2012,California 26,Tony Strickland,FALSE
2012,California 27,Judy Chu,TRUE
2012,California 27,Jack Orswell,FALSE
2012,California 28,Adam Schiff,TRUE
2012,California 28,Phil Jennerjahn,FALSE
2012,California 29,Tony Cardenas,TRUE
2012,California 29,David Hernandez,FALSE
2012,California 30,Brad Sherman,TRUE
2012,California 30,Howard Berman,FALSE
2012,California 31,Gary Miller,FALSE
2012,California 31,Robert Dutton,FALSE
2012,California 32,Grace Napolitano,TRUE
2012,California 32,David L. Miller,FALSE
2012,California 33,Henry Waxman,TRUE
2012,California 33,Bill Bloomfield,FALSE
2012,California 34,Xavier Becerra,TRUE
2012,California 34,Stephen C. Smith,FALSE
2012,California 35,Gloria Negrete McLeod,FALSE
2012,California 35,Joe Baca,TRUE
2012,California 36,Raul Ruiz,FALSE
2012,California 36,Mary Bono Mack,TRUE
2012,California 37,Karen Bass,TRUE
2012,California 37,Morgan Osborne,FALSE
2012,California 38,Linda Sanchez,TRUE
2012,California 38,Benjamin Campos,FALSE
2012,California 39,Ed Royce,TRUE
2012,California 39,Jay Chen,FALSE
2012,California 40,Lucille Roybal-Allard,TRUE
2012,California 40,David Sanchez,FALSE
2012,California 41,Mark Takano,TRUE
2012,California 41,John Tavaglione,FALSE
2012,California 42,Ken Calvert,TRUE
2012,California 42,Michael Williamson,FALSE
2012,California 43,Maxine Waters,TRUE
2012,California 43,Bob Flores,FALSE
2012,California 44,Janice Hahn,TRUE
2012,California 44,Laura Richardson,FALSE
2012,California 45,John Campbell,TRUE
2012,California 45,Sukhee Kang,FALSE
2012,California 46,Loretta Sanchez,TRUE
2012,California 46,Jerry Hayden,FALSE
2012,California 47,Alan Lowenthal,TRUE
2012,California 47,Gary DeLong,FALSE
2012,California 48,Dana Rohrabacher,TRUE
2012,California 48,Ron Varasteh,FALSE
2012,California 49,Darrell Issa,TRUE
2012,California 49,Jerry Tetalman,FALSE
2012,California 50,Duncan D. Hunter,TRUE
2012,California 50,David B. Secor,FALSE
2012,California 51,Juan Vargas,FALSE
2012,California 51,Michael Crimmins,FALSE
2012,California 52,Scott Peters,FALSE
2012,California 52,Brian Bilbray,TRUE
2012,California 53,Susan Davis,TRUE
2012,California 53,Nick Popaditch,FALSE
2012,Colorado 1,Diana DeGette,TRUE
2012,Colorado 1,Danny Stroud,FALSE
2012,Colorado 1,Frank Atwood,FALSE
2012,Colorado 1,Gary Swing,FALSE
2012,Colorado 2,Jared Polis,TRUE
2012,Colorado 2,Kevin Lundberg,FALSE
2012,Colorado 2,Randy Luallin,FALSE
2012,Colorado 2,Susan P. Hall,FALSE
2012,Colorado 3,Scott Tipton,TRUE
2012,Colorado 3,Sal Pace,FALSE
2012,Colorado 3,Tisha Casida,FALSE
2012,Colorado 3,Gregory Gilman,FALSE
2012,Colorado 4,Cory Gardner,TRUE
2012,Colorado 4,Brandon Shaffer,FALSE
2012,Colorado 4,Josh Gilliland,FALSE
2012,Colorado 4,Doug Aden,FALSE
2012,Colorado 5,Doug Lamborn,TRUE
2012,Colorado 5,Dave Anderson,FALSE
2012,Colorado 5,Jim Pirtle,FALSE
2012,Colorado 5,Misha Luzov,FALSE
2012,Colorado 5,Ken Harvell,FALSE
2012,Colorado 6,Mike Coffman,TRUE
2012,Colorado 6,Joe Miklosi,FALSE
2012,Colorado 6,Kathy Polhemus,FALSE
